year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1980,NHL,STL,29,7,4,,16,11,13,,,,,,6,2,3,,9,4,1,,9,3,1,,6,3,3,,8,1,5,,6,4,3,,1,1,1,
1980,NHL,TOR,14,21,5,,14,16,10,,,,,,6,3,1,,3,7,2,,4,8,2,,4,8,4,,6,4,1,,4,7,3,,1,0,2,
1980,NHL,VAN,17,12,11,,11,20,9,,,,,,6,3,1,,7,4,4,,4,4,5,,3,5,5,,2,9,2,,6,5,2,,0,2,1,
1980,NHL,WAS,16,17,7,,10,19,11,,,,,,3,4,3,,5,2,6,,5,7,2,,5,8,1,,1,7,4,,5,7,2,,2,1,0,
1980,NHL,WIN,7,25,8,,2,32,6,,,,,,1,6,2,,0,10,5,,1,12,0,,4,7,3,,1,10,1,,2,11,1,,0,1,2,
1981,NHL,BOS,24,12,4,,19,15,6,,,,,,6,2,3,,7,5,1,,9,3,0,,7,6,3,,5,5,1,,7,5,2,,2,1,0,
1981,NHL,BUF,23,8,9,,16,18,6,,,,,,5,3,3,,7,2,4,,8,5,1,,9,4,1,,4,5,3,,5,6,3,,1,1,0,
1981,NHL,CAL,20,11,9,,9,23,8,,,,,,2,7,2,,5,5,4,,5,6,2,,7,4,4,,4,5,3,,5,6,2,,1,1,0,
1981,NHL,CHI,20,13,7,,10,25,5,,,,,,3,3,5,,6,4,3,,5,7,1,,3,11,1,,6,7,0,,5,6,2,,2,0,0,
1981,NHL,COR,14,21,5,,4,28,8,,,,,,2,7,2,,1,10,3,,6,6,1,,2,11,2,,3,6,3,,3,8,2,,1,1,0,
1981,NHL,DET,15,19,6,,6,28,6,,,,,,4,5,2,,3,8,3,,3,9,1,,4,6,4,,4,7,2,,3,11,0,,0,1,0,
1981,NHL,EDM,31,5,4,,17,12,11,,,,,,9,4,0,,8,2,3,,8,3,3,,8,3,4,,9,1,1,,5,4,4,,1,0,0,
1981,NHL,HAR,13,17,10,,8,24,8,,,,,,1,4,5,,3,7,3,,6,7,1,,4,6,3,,3,8,2,,4,8,3,,0,1,1,
1981,NHL,LAK,19,15,6,,5,26,9,,,,,,6,6,0,,4,8,0,,3,7,3,,1,6,8,,3,5,2,,7,7,2,,0,2,0,
1981,NHL,MNS,21,7,12,,16,16,8,,,,,,7,2,2,,5,2,6,,2,7,4,,7,5,3,,6,3,4,,9,3,1,,1,1,0,
1981,NHL,MTL,25,6,9,,21,11,8,,,,,,6,1,4,,6,4,2,,8,3,3,,7,3,3,,9,1,4,,10,3,1,,0,2,0,
1981,NHL,NYI,33,3,4,,21,13,6,,,,,,8,1,2,,6,5,2,,7,5,1,,9,2,1,,12,1,1,,11,1,2,,1,1,1,
1981,NHL,NYR,19,15,6,,20,12,8,,,,,,3,8,0,,5,5,3,,7,4,2,,9,3,2,,6,3,3,,9,3,3,,0,1,1,
1981,NHL,PHI,25,10,5,,13,21,6,,,,,,8,2,1,,4,8,0,,10,3,0,,6,6,3,,4,6,2,,5,5,4,,1,1,1,
1981,NHL,PIT,21,11,8,,10,25,5,,,,,,5,7,2,,7,1,2,,4,7,2,,5,8,2,,3,8,2,,5,5,3,,2,0,0,
1981,NHL,QUE,24,13,3,,9,18,13,,,,,,7,6,0,,7,4,4,,5,5,1,,6,5,3,,4,3,5,,2,7,3,,2,1,0,
1981,NHL,STL,22,14,4,,10,26,4,,,,,,4,6,2,,4,7,2,,10,4,0,,6,6,0,,3,9,1,,4,7,3,,1,1,0,
1981,NHL,TOR,12,20,8,,8,24,8,,,,,,3,6,2,,3,6,4,,5,5,3,,5,7,4,,1,8,3,,3,10,0,,0,2,0,
1981,NHL,VAN,20,8,12,,10,25,5,,,,,,4,5,3,,7,5,1,,3,7,4,,3,7,3,,7,3,3,,4,6,3,,2,0,0,
1981,NHL,WAS,16,16,8,,10,25,5,,,,,,1,11,0,,5,4,2,,4,9,1,,4,5,5,,6,6,1,,4,6,4,,2,0,0,
1981,NHL,WIN,18,13,9,,15,20,5,,,,,,5,3,2,,5,6,2,,3,9,4,,6,4,3,,3,5,2,,11,4,1,,0,2,0,
1982,NHL,BOS,28,6,6,,22,14,4,,,,,,5,4,3,,8,3,2,,10,2,1,,10,1,2,,8,4,0,,9,5,1,,0,1,1,
1982,NHL,BUF,25,7,8,,13,22,5,,,,,,4,5,3,,8,3,1,,5,5,3,,8,4,2,,5,5,3,,8,6,1,,0,1,0,
1982,NHL,CAL,21,12,7,,11,22,7,,,,,,4,7,2,,5,6,3,,5,7,2,,7,5,0,,5,5,2,,6,4,4,,0,0,1,
1982,NHL,CHI,29,8,3,,18,15,7,,,,,,6,2,4,,10,1,1,,9,4,1,,6,7,1,,7,3,2,,8,5,1,,1,1,0,
1982,NHL,DET,14,19,7,,7,25,8,,,,,,3,8,1,,0,8,5,,6,3,5,,3,8,1,,5,6,2,,3,10,1,,1,1,0,
1982,NHL,EDM,25,9,6,,22,12,6,,,,,,4,6,3,,7,3,3,,8,3,2,,10,3,2,,6,4,1,,11,2,0,,1,0,1,
1982,NHL,HAR,13,22,5,,6,32,2,,,,,,2,6,2,,3,8,1,,5,8,2,,3,10,1,,3,10,0,,3,10,1,,0,2,0,
1982,NHL,LAK,20,13,7,,7,28,5,,,,,,5,4,3,,6,5,0,,3,9,2,,2,9,2,,7,3,3,,3,11,1,,1,0,1,
1982,NHL,MNS,23,6,11,,17,18,5,,,,,,9,2,1,,5,6,3,,6,3,4,,6,3,4,,7,3,2,,7,6,2,,0,1,0,
1982,NHL,MTL,25,6,9,,17,18,5,,,,,,7,2,3,,9,2,2,,4,6,3,,7,4,2,,7,5,1,,7,5,2,,1,0,1,
1982,NHL,NJD,11,20,9,,6,29,5,,,,,,3,6,3,,1,10,4,,3,9,0,,4,6,4,,1,8,2,,4,10,0,,1,0,1,
1982,NHL,NYI,26,11,3,,16,15,9,,,,,,11,2,0,,4,7,5,,4,6,2,,9,2,1,,4,5,3,,9,3,1,,1,1,0,
1982,NHL,NYR,24,13,3,,11,22,7,,,,,,6,7,0,,6,4,1,,6,5,2,,5,7,3,,5,4,2,,7,7,1,,0,1,1,
1982,NHL,PHI,29,8,3,,20,15,5,,,,,,8,5,0,,5,4,3,,8,3,2,,12,1,2,,8,2,0,,6,8,1,,2,0,0,
1982,NHL,PIT,14,22,4,,4,31,5,,,,,,3,9,1,,5,3,3,,3,9,2,,1,12,1,,3,11,0,,3,7,2,,0,2,0,
1982,NHL,QUE,23,10,7,,11,24,5,,,,,,6,4,1,,6,6,1,,5,4,4,,7,7,0,,4,5,4,,4,8,2,,2,0,0,
1982,NHL,STL,16,16,8,,9,24,7,,,,,,5,7,0,,4,7,3,,5,8,1,,2,5,6,,3,6,3,,5,6,2,,1,1,0,
1982,NHL,TOR,20,15,5,,8,25,7,,,,,,2,5,4,,2,7,1,,2,9,2,,6,7,3,,8,4,0,,7,7,2,,1,1,0,
1982,NHL,VAN,20,12,8,,10,23,7,,,,,,4,6,2,,5,5,4,,4,6,2,,4,7,2,,4,7,1,,9,4,3,,0,0,1,
1982,NHL,WAS,22,12,6,,17,13,10,,,,,,3,6,1,,5,3,5,,9,1,4,,7,6,2,,6,4,2,,8,4,2,,1,1,0,
1982,NHL,WIN,22,16,2,,11,23,6,,,,,,6,3,1,,4,7,1,,6,6,2,,4,9,3,,5,7,1,,7,6,0,,1,1,0,
1983,NHL,BOS,25,12,3,,24,13,3,,,,,,7,3,1,,7,3,1,,10,5,1,,9,4,0,,6,6,1,,9,4,2,,1,0,0,
1983,NHL,BUF,25,9,6,,23,16,1,,,,,,6,4,2,,8,4,1,,8,5,1,,11,0,2,,7,7,0,,7,5,1,,1,0,0,
1983,NHL,CAL,22,11,7,,12,21,7,,,,,,5,6,1,,5,4,3,,4,7,2,,5,2,5,,9,4,2,,6,8,1,,0,1,0,
1983,NHL,CHI,25,13,2,,5,29,6,,,,,,8,4,0,,3,9,2,,4,8,1,,5,6,3,,5,6,2,,4,9,0,,1,0,0,
1983,NHL,DET,18,20,2,,13,22,5,,,,,,4,3,2,,6,8,0,,4,9,2,,3,9,1,,8,4,2,,6,8,0,,0,1,0,
1983,NHL,EDM,31,5,4,,26,13,1,,,,,,9,2,1,,10,2,2,,9,3,1,,10,2,1,,9,6,0,,10,3,0,,,,,
1983,NHL,HAR,19,16,5,,9,26,5,,,,,,4,5,1,,5,6,1,,4,9,1,,2,8,4,,7,5,1,,6,8,2,,0,1,0,
1983,NHL,LAK,13,19,8,,10,25,5,,,,,,2,5,4,,5,8,1,,6,7,1,,2,7,4,,4,7,2,,4,10,1,,,,,
1983,NHL,MNS,22,14,4,,17,17,6,,,,,,3,7,1,,9,2,2,,6,6,1,,9,5,0,,4,9,2,,8,2,4,,,,,
1983,NHL,MTL,19,19,2,,16,21,3,,,,,,4,7,0,,7,5,1,,7,6,1,,7,6,1,,4,6,2,,6,10,0,,,,,
1983,NHL,NJD,10,28,2,,7,28,5,,,,,,1,10,0,,2,10,0,,4,9,2,,3,7,3,,3,9,1,,4,10,1,,0,1,0,
1983,NHL,NYI,28,11,1,,22,15,3,,,,,,6,6,0,,10,2,1,,10,3,1,,5,8,0,,9,4,0,,9,3,2,,1,0,0,
1983,NHL,NYR,27,12,1,,15,17,8,,,,,,9,4,0,,5,5,4,,8,4,0,,8,4,1,,5,5,4,,6,7,0,,1,0,0,
1983,NHL,PHI,25,10,5,,19,16,5,,,,,,9,3,1,,5,5,2,,6,3,3,,7,4,2,,7,5,2,,10,5,0,,0,1,0,
1983,NHL,PIT,7,29,4,,9,29,2,,,,,,3,9,0,,3,7,3,,3,8,2,,1,11,0,,3,10,1,,3,12,0,,0,1,0,
1983,NHL,QUE,24,11,5,,18,17,5,,,,,,7,5,1,,6,6,2,,7,5,0,,8,2,3,,7,5,1,,7,5,3,,,,,
1983,NHL,STL,23,14,3,,9,27,4,,,,,,6,5,0,,3,7,3,,7,7,1,,5,8,1,,4,8,2,,7,6,0,,,,,
1983,NHL,TOR,17,16,7,,9,29,2,,,,,,6,4,2,,5,8,0,,4,6,3,,1,11,1,,6,6,2,,4,9,1,,0,1,0,
1983,NHL,VAN,20,16,4,,12,23,5,,,,,,5,6,1,,6,6,1,,4,8,2,,4,8,2,,7,7,1,,6,4,2,,,,,
1983,NHL,WAS,26,11,3,,22,16,2,,,,,,5,7,0,,6,6,1,,7,6,1,,9,2,2,,9,4,0,,11,2,1,,1,0,0,
1983,NHL,WIN,17,15,8,,14,23,3,,,,,,3,7,2,,4,7,1,,7,5,1,,5,5,4,,5,5,2,,6,9,1,,1,0,0,
1984,NHL,BOS,21,15,4,,15,19,6,,,,,,5,4,0,,6,6,1,,5,5,5,,8,6,1,,3,5,1,,7,7,1,,2,1,1,
1984,NHL,BUF,23,10,7,,15,18,7,,,,,,5,4,1,,4,6,3,,7,2,5,,8,3,3,,6,5,0,,6,6,2,,2,2,0,
1984,NHL,CAL,23,11,6,,18,16,6,,,,,,7,4,0,,7,4,1,,5,7,2,,7,4,4,,5,6,0,,9,2,3,,1,0,2,
1984,NHL,CHI,22,16,2,,16,19,5,,,,,,5,4,1,,6,7,1,,6,6,1,,5,9,0,,8,4,1,,6,5,2,,2,0,1,
1984,NHL,DET,19,14,7,,8,27,5,,,,,,3,6,0,,3,7,3,,7,6,2,,2,11,2,,4,3,4,,7,7,0,,1,1,1,
1984,NHL,EDM,26,7,7,,23,13,4,,,,,,8,0,2,,10,3,1,,7,4,1,,11,2,2,,7,4,1,,5,6,3,,1,1,1,
1984,NHL,HAR,17,18,5,,13,23,4,,,,,,6,4,1,,2,7,2,,5,6,1,,4,8,1,,3,9,2,,8,5,2,,2,2,0,
1984,NHL,LAK,20,14,6,,14,18,8,,,,,,2,6,3,,9,3,0,,4,5,5,,7,6,1,,6,4,2,,5,7,2,,1,1,1,
1984,NHL,MNS,14,19,7,,11,24,5,,,,,,2,6,1,,6,4,4,,4,9,1,,3,6,4,,3,9,1,,6,8,1,,1,1,0,
1984,NHL,MTL,24,10,6,,17,17,6,,,,,,6,2,1,,7,3,3,,8,4,3,,4,7,3,,7,5,0,,7,6,1,,2,0,1,
1984,NHL,NJD,13,21,6,,9,27,4,,,,,,3,6,0,,4,6,2,,5,8,2,,3,9,1,,3,6,3,,4,10,1,,0,3,1,
1984,NHL,NYI,26,11,3,,14,23,3,,,,,,6,3,0,,8,5,1,,6,7,0,,6,6,2,,6,5,1,,7,7,1,,1,1,1,
1984,NHL,NYR,16,18,6,,10,26,4,,,,,,4,4,1,,4,7,1,,4,8,3,,5,6,3,,3,8,1,,5,9,1,,1,2,0,
1984,NHL,PHI,32,4,4,,21,16,3,,,,,,6,2,2,,8,2,2,,7,6,1,,8,4,1,,8,3,1,,13,3,0,,3,0,0,
1984,NHL,PIT,17,20,3,,7,31,2,,,,,,5,4,0,,1,8,3,,8,5,1,,4,8,1,,2,10,0,,4,12,0,,0,4,0,
1984,NHL,QUE,24,12,4,,17,18,5,,,,,,4,6,1,,7,5,0,,5,5,5,,8,4,1,,7,4,1,,8,4,1,,2,2,0,
1984,NHL,STL,21,12,7,,16,19,5,,,,,,4,5,0,,7,4,1,,4,6,4,,6,4,4,,9,2,1,,4,9,2,,3,1,0,
1984,NHL,TOR,10,28,2,,10,24,6,,,,,,3,6,1,,1,9,3,,2,11,1,,5,6,1,,5,8,1,,4,9,1,,0,3,0,
1984,NHL,VAN,15,21,4,,10,25,5,,,,,,1,10,0,,3,9,2,,4,6,3,,5,7,2,,5,5,1,,7,7,0,,0,2,1,
1984,NHL,WAS,27,11,2,,19,14,7,,,,,,4,3,2,,5,5,3,,12,2,2,,10,3,0,,7,3,2,,6,8,0,,2,1,0,
1984,NHL,WIN,21,13,6,,22,14,4,,,,,,3,3,1,,8,6,1,,8,5,2,,7,7,1,,6,5,2,,10,1,2,,1,0,1,
1985,NHL,BOS,24,9,7,,13,22,5,,,,,,7,2,1,,4,6,3,,6,5,3,,8,5,0,,5,8,0,,6,4,4,,1,1,1,
1985,NHL,BUF,23,16,1,,14,21,5,,,,,,5,4,1,,7,7,0,,6,5,2,,5,7,2,,6,5,1,,7,7,0,,1,2,0,
1985,NHL,CAL,23,11,6,,17,20,3,,,,,,5,5,0,,8,2,3,,4,8,0,,6,7,2,,7,3,2,,7,6,2,,3,0,0,
1985,NHL,CHI,23,12,5,,16,21,3,,,,,,4,5,1,,5,5,3,,6,6,0,,9,3,3,,8,4,1,,5,8,0,,2,2,0,
1985,NHL,DET,10,26,4,,7,31,2,,,,,,1,8,2,,5,5,2,,2,11,0,,3,11,1,,1,10,0,,4,9,1,,1,3,0,
1985,NHL,EDM,32,6,2,,24,11,5,,,,,,8,1,0,,8,3,3,,10,3,1,,10,4,1,,7,3,1,,11,2,1,,2,1,0,
1985,NHL,HAR,21,17,2,,19,19,2,,,,,,6,4,0,,5,7,0,,8,5,1,,7,6,0,,2,10,1,,9,3,2,,3,1,0,
1985,NHL,LAK,9,27,4,,14,22,4,,,,,,2,9,0,,3,6,3,,5,6,1,,6,6,2,,4,9,0,,3,12,1,,0,1,1,
1985,NHL,MNS,21,15,4,,17,18,5,,,,,,3,5,2,,3,7,4,,7,4,1,,6,8,1,,8,3,1,,9,5,0,,2,1,0,
1985,NHL,MTL,25,11,4,,15,22,3,,,,,,4,6,0,,7,3,3,,8,3,1,,10,5,1,,5,6,1,,4,9,1,,2,1,0,
1985,NHL,NJD,17,21,2,,11,28,1,,,,,,4,5,1,,5,6,0,,4,10,0,,2,11,1,,4,6,1,,7,10,0,,2,1,0,
1985,NHL,NYI,22,11,7,,17,18,5,,,,,,4,3,1,,6,5,4,,5,5,4,,8,4,1,,7,5,0,,7,5,2,,2,2,0,
1985,NHL,NYR,20,18,2,,16,20,4,,,,,,5,4,0,,6,8,1,,6,7,1,,5,6,2,,8,2,0,,6,9,1,,0,2,1,
1985,NHL,PHI,33,6,1,,20,17,3,,,,,,7,2,0,,12,2,0,,9,6,0,,7,5,1,,6,3,3,,8,5,0,,4,0,0,
1985,NHL,PIT,20,15,5,,14,23,3,,,,,,3,5,2,,5,7,1,,8,6,1,,7,4,2,,7,4,1,,3,9,1,,1,3,0,
1985,NHL,QUE,23,13,4,,20,18,2,,,,,,8,2,1,,4,8,0,,7,5,1,,9,4,1,,6,7,1,,8,4,1,,1,1,1,
1985,NHL,STL,23,11,6,,14,23,3,,,,,,3,4,1,,7,5,2,,6,5,1,,5,6,3,,7,5,1,,8,8,0,,1,1,1,
1985,NHL,TOR,16,21,3,,9,27,4,,,,,,1,8,0,,4,7,3,,4,5,2,,4,11,0,,6,6,1,,6,8,0,,0,3,1,
1985,NHL,VAN,17,18,5,,6,26,8,,,,,,5,4,2,,4,9,1,,4,8,1,,3,6,3,,2,7,2,,4,7,4,,1,3,0,
1985,NHL,WAS,30,8,2,,20,15,5,,,,,,4,4,2,,10,3,1,,7,3,1,,8,6,0,,8,3,1,,11,3,1,,2,1,1,
1985,NHL,WIN,18,19,3,,8,28,4,,,,,,5,4,1,,3,10,1,,4,10,2,,4,7,1,,3,8,1,,7,7,0,,0,1,1,
1986,NHL,BOS,25,11,4,,14,23,3,,,,,,5,4,1,,5,7,3,,6,5,0,,10,4,1,,5,7,0,,8,5,2,,0,2,0,
1986,NHL,BUF,18,18,4,,10,26,4,,,,,,1,7,2,,4,8,1,,4,8,2,,6,7,1,,8,3,0,,4,10,1,,1,1,1,
1986,NHL,CAL,25,13,2,,21,18,1,,,,,,3,7,0,,10,4,0,,9,4,1,,6,7,1,,9,3,0,,9,5,0,,0,1,1,
1986,NHL,CHI,18,13,9,,11,24,5,,,,,,2,7,2,,4,7,3,,8,5,1,,4,7,2,,6,3,2,,4,7,3,,1,1,1,
1986,NHL,DET,20,14,6,,14,22,4,,,,,,5,4,1,,4,8,1,,5,3,5,,7,7,1,,7,4,1,,6,7,1,,0,3,0,
1986,NHL,EDM,29,6,5,,21,18,1,,,,,,8,4,0,,6,6,1,,10,2,1,,10,2,2,,4,6,1,,11,4,0,,1,0,1,
1986,NHL,HAR,26,9,5,,17,21,2,,,,,,4,3,1,,7,3,2,,8,5,3,,7,9,0,,7,4,0,,9,4,1,,1,2,0,
1986,NHL,LAK,20,17,3,,11,24,5,,,,,,3,8,0,,6,6,2,,8,4,1,,5,5,3,,3,7,1,,6,8,1,,0,3,0,
1986,NHL,MNS,17,20,3,,13,20,7,,,,,,4,5,1,,5,6,1,,7,6,1,,6,4,4,,5,7,0,,3,11,2,,0,1,1,
1986,NHL,MTL,27,9,4,,14,20,6,,,,,,5,3,3,,7,6,0,,7,6,3,,7,7,1,,4,4,2,,8,3,1,,3,0,0,
1986,NHL,NJD,20,17,3,,9,28,3,,,,,,6,4,0,,5,6,2,,5,8,1,,5,9,2,,3,5,0,,5,10,1,,0,3,0,
1986,NHL,NYI,20,15,5,,15,18,7,,,,,,4,4,1,,9,5,0,,6,7,2,,6,5,3,,3,5,3,,6,6,2,,1,1,1,
1986,NHL,NYR,18,18,4,,16,20,4,,,,,,2,4,4,,5,7,2,,8,6,0,,5,6,2,,7,5,0,,7,7,0,,0,3,0,
1986,NHL,PHI,29,9,2,,17,17,6,,,,,,8,2,0,,9,2,2,,8,7,0,,9,3,2,,3,5,1,,8,5,3,,1,2,0,
1986,NHL,PIT,19,15,6,,11,23,6,,,,,,8,3,0,,5,5,4,,2,7,3,,4,8,1,,4,7,2,,5,8,2,,2,0,0,
1986,NHL,QUE,20,13,7,,11,26,3,,,,,,6,3,2,,6,6,2,,4,8,2,,3,9,1,,5,6,1,,4,7,2,,3,0,0,
1986,NHL,STL,21,12,7,,11,21,8,,,,,,3,3,2,,6,6,2,,5,7,2,,5,6,3,,4,6,2,,6,5,4,,3,0,0,
1986,NHL,TOR,22,14,4,,10,28,2,,,,,,5,2,3,,5,8,1,,5,6,1,,4,12,0,,5,5,1,,7,8,0,,1,1,0,
1986,NHL,VAN,17,19,4,,12,24,4,,,,,,2,7,1,,5,8,1,,4,8,1,,4,8,3,,4,7,2,,7,5,0,,3,0,0,
1986,NHL,WAS,22,15,3,,16,17,7,,,,,,5,5,1,,2,8,4,,5,6,1,,9,5,2,,6,4,0,,8,4,2,,3,0,0,
1986,NHL,WIN,25,12,3,,15,20,5,,,,,,4,4,1,,11,4,0,,2,8,3,,11,3,1,,6,5,1,,5,7,2,,1,1,0,
1987,NHL,BOS,24,13,3,,20,17,3,,,,,,5,4,1,,9,6,1,,8,4,2,,7,5,1,,8,3,0,,6,7,1,,1,1,0,
1987,NHL,BUF,19,14,7,,18,18,4,,,,,,4,4,3,,5,7,1,,4,6,3,,10,4,2,,6,5,0,,8,5,1,,0,1,1,
1987,NHL,CAL,26,11,3,,22,12,6,,,,,,5,5,1,,9,3,2,,9,3,1,,9,3,2,,5,6,1,,10,2,2,,1,1,0,
1987,NHL,CHI,21,17,2,,9,24,7,,,,,,5,5,1,,5,7,1,,5,9,0,,7,6,1,,4,4,4,,4,9,2,,0,1,0,
1987,NHL,DET,24,10,6,,17,18,5,,,,,,5,4,1,,6,5,1,,6,7,2,,7,3,4,,7,5,0,,9,3,3,,1,1,0,
1987,NHL,EDM,28,8,4,,16,17,7,,,,,,6,5,0,,8,3,2,,9,4,1,,6,5,4,,6,4,1,,8,4,2,,1,0,1,
1987,NHL,HAR,21,14,5,,14,24,2,,,,,,4,5,1,,4,5,3,,6,6,2,,8,6,1,,4,8,0,,8,7,0,,1,1,0,
1987,NHL,LAK,19,18,3,,11,24,5,,,,,,3,7,1,,4,6,3,,4,11,0,,7,7,1,,7,6,0,,4,5,2,,1,0,1,
1987,NHL,MNS,10,24,6,,9,24,7,,,,,,4,5,2,,5,7,1,,4,9,2,,3,9,3,,1,8,1,,2,8,4,,0,2,0,
1987,NHL,MTL,26,8,6,,19,14,7,,,,,,7,4,2,,9,3,3,,6,2,4,,6,6,1,,8,5,0,,8,2,2,,1,0,1,
1987,NHL,NJD,23,16,1,,15,20,5,,,,,,7,3,0,,6,5,3,,5,8,1,,5,8,1,,5,8,0,,8,4,1,,2,0,0,
1987,NHL,NYI,24,10,6,,15,21,4,,,,,,6,3,1,,9,4,0,,4,7,2,,5,7,2,,6,3,4,,9,5,1,,0,2,0,
1987,NHL,NYR,22,13,5,,14,21,5,,,,,,4,5,3,,4,8,0,,6,6,2,,6,6,1,,7,4,2,,8,5,1,,1,0,1,
1987,NHL,PHI,20,14,6,,18,19,3,,,,,,3,6,2,,5,7,1,,10,2,2,,8,5,1,,7,2,1,,4,11,1,,1,0,1,
1987,NHL,PIT,22,12,6,,14,23,3,,,,,,3,6,3,,6,4,2,,7,4,2,,5,9,2,,4,7,0,,9,5,0,,2,0,0,
1987,NHL,QUE,15,23,2,,17,20,3,,,,,,5,4,1,,5,7,0,,6,6,1,,5,8,1,,5,8,1,,6,8,1,,0,2,0,
1987,NHL,STL,18,17,5,,16,21,3,,,,,,3,5,1,,5,7,1,,7,5,3,,8,6,0,,6,7,0,,5,6,3,,0,2,0,
1987,NHL,TOR,14,20,6,,7,29,4,,,,,,6,4,0,,4,7,2,,4,8,2,,1,9,5,,4,8,1,,1,12,0,,1,1,0,
1987,NHL,VAN,15,20,5,,10,26,4,,,,,,2,6,1,,6,7,1,,4,8,3,,4,9,2,,5,8,0,,3,8,2,,1,0,0,
1987,NHL,WAS,22,14,4,,16,19,5,,,,,,6,4,1,,4,7,1,,6,6,3,,8,5,1,,7,4,0,,7,6,2,,0,1,1,
1987,NHL,WIN,20,14,6,,13,22,5,,,,,,5,4,0,,5,8,1,,6,5,2,,6,5,4,,6,5,2,,4,9,1,,1,0,1,
1988,NHL,BOS,17,15,8,,20,14,6,,,,,,7,2,3,,4,7,2,,4,6,4,,5,7,1,,7,2,2,,8,5,2,,2,0,0,
1988,NHL,BUF,25,12,3,,13,23,4,,,,,,5,6,2,,6,6,0,,5,7,2,,8,3,2,,6,6,0,,6,7,1,,2,0,0,
1988,NHL,CAL,32,4,4,,22,13,5,,,,,,6,3,3,,10,1,1,,8,4,2,,10,3,2,,10,3,0,,9,3,1,,1,0,0,
1988,NHL,CHI,16,14,10,,11,27,2,,,,,,3,9,1,,3,7,3,,4,8,0,,6,5,3,,6,3,3,,4,8,2,,1,1,0,
1988,NHL,DET,20,14,6,,14,20,6,,,,,,4,4,3,,9,3,1,,5,8,1,,5,6,3,,5,5,3,,6,7,1,,0,1,0,
1988,NHL,EDM,21,16,3,,17,18,5,,,,,,5,4,2,,10,4,1,,5,6,1,,5,8,2,,7,5,0,,6,6,2,,0,1,0,
1988,NHL,HAR,21,17,2,,16,21,3,,,,,,5,5,0,,4,8,1,,6,7,2,,6,6,1,,7,5,0,,8,6,1,,1,1,0,
1988,NHL,LAK,25,12,3,,17,19,4,,,,,,6,5,0,,10,4,0,,8,5,1,,3,7,3,,5,5,2,,8,5,1,,2,0,0,
1988,NHL,MNS,17,15,8,,10,22,8,,,,,,2,8,1,,5,5,3,,5,6,3,,4,4,5,,4,6,2,,7,7,2,,0,1,0,
1988,NHL,MTL,30,6,4,,23,12,5,,,,,,4,7,1,,11,2,2,,11,1,3,,9,4,0,,8,1,1,,10,3,1,,0,0,1,
1988,NHL,NJD,17,18,5,,10,23,7,,,,,,4,6,1,,4,6,3,,5,7,3,,5,6,2,,3,6,3,,5,9,0,,1,1,0,
1988,NHL,NYI,19,18,3,,9,29,2,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1,,5,7,1,,6,8,1,,1,1,0,
1988,NHL,NYR,21,17,2,,16,18,6,,,,,,8,2,1,,6,6,2,,6,6,2,,8,2,3,,5,7,0,,4,10,0,,0,2,0,
1988,NHL,PHI,22,15,3,,14,21,5,,,,,,6,5,0,,4,11,1,,11,2,1,,5,5,1,,5,7,0,,5,5,4,,0,1,1,
1988,NHL,PIT,24,13,3,,16,20,4,,,,,,7,4,0,,7,6,0,,9,2,3,,5,6,1,,4,6,3,,6,9,0,,2,0,0,
1988,NHL,QUE,16,20,4,,11,26,3,,,,,,5,7,0,,3,9,2,,5,7,2,,5,6,2,,4,8,0,,5,7,1,,0,2,0,
1988,NHL,STL,22,11,7,,11,24,5,,,,,,5,3,1,,3,7,3,,6,7,3,,4,6,2,,4,8,1,,9,4,2,,2,0,0,
1988,NHL,TOR,15,20,5,,13,26,1,,,,,,8,4,1,,3,9,0,,3,10,1,,2,8,3,,6,6,0,,6,7,1,,0,2,0,
1988,NHL,VAN,19,15,6,,14,24,2,,,,,,5,5,2,,6,7,3,,4,7,0,,5,6,2,,8,5,0,,5,7,1,,0,2,0,
1988,NHL,WAS,25,12,3,,16,17,7,,,,,,3,7,1,,9,4,1,,7,4,3,,6,3,5,,5,7,0,,10,3,0,,1,1,0,
1988,NHL,WIN,17,18,5,,9,24,7,,,,,,3,4,2,,6,4,2,,5,6,3,,4,8,2,,3,9,1,,4,11,2,,1,0,0,
1989,NHL,BOS,23,13,4,,23,12,5,,,,,,5,6,1,,10,1,1,,6,8,1,,10,1,2,,7,6,0,,8,3,3,,0,0,1,
1989,NHL,BUF,27,11,2,,18,16,6,,,,,,7,4,1,,9,2,3,,7,5,2,,7,6,0,,6,7,0,,8,3,2,,1,0,0,
1989,NHL,CAL,28,7,5,,14,16,10,,,,,,6,3,4,,5,6,4,,6,4,2,,8,2,3,,6,5,0,,10,3,2,,1,0,0,
1989,NHL,CHI,25,13,2,,16,20,4,,,,,,9,5,1,,5,6,1,,8,4,1,,6,4,1,,7,6,0,,5,8,2,,1,0,0,
