coachID,year,tmID,lgID,stint,notes,g,w,l,t,postg,postw,postl,postt
stasivi01c,1970,PHI,NHL,1,,78,28,33,17,4,0,4,0
stasivi01c,1971,CLF,NHL,2,,75,21,38,16,,,,
stasivi01c,1972,VAN,NHL,1,,78,22,47,9,,,,
stevejo01c,2006,PHI,NHL,2,,74,21,42,11,,,,
stevejo01c,2007,PHI,NHL,1,,82,42,29,11,17,9,8,0
stevejo01c,2008,PHI,NHL,1,,82,44,27,11,6,2,4,0
stevejo01c,2009,PHI,NHL,1,,25,13,11,1,,,,
stevejo01c,2011,LAK,NHL,2,,4,2,2,0,,,,
stewabi01c,1998,NYI,NHL,2,,37,11,19,7,,,,
stewabi02c,1937,CHI,NHL,1,,48,14,25,9,10,7,3,0
stewabi02c,1938,CHI,NHL,1,,21,8,10,3,,,,
stewaro01c,1975,NYR,NHL,1,,39,15,20,4,,,,
stewaro01c,1977,LAK,NHL,1,,80,31,34,15,2,0,2,0
stirlst01c,2003,NYI,NHL,1,,82,38,33,11,5,1,4,0
stirlst01c,2005,NYI,NHL,1,,42,18,22,2,,,,
stuarbr02c,1909,OT1,NHA,1,,12,9,3,0,,,,
stuarbr02c,1910,OT1,NHA,1,,16,13,3,0,,,,
stuarbr02c,1911,OT1,NHA,1,,18,9,9,0,,,,
stuarbr02c,1912,OT1,NHA,1,,20,9,11,0,,,,
suhonal01c,2000,CHI,NHL,1,,82,29,45,8,,,,
sullimi01c,2003,BOS,NHL,1,,82,41,26,15,7,3,4,0
sullimi01c,2005,BOS,NHL,1,,82,29,37,16,,,,
sullire01c,1962,NYR,NHL,2,,36,11,17,8,,,,
sullire01c,1963,NYR,NHL,1,,70,22,38,10,,,,
sullire01c,1964,NYR,NHL,1,,70,20,38,12,,,,
sullire01c,1965,NYR,NHL,1,,20,5,10,5,,,,
sullire01c,1967,PIT,NHL,1,,74,27,34,13,,,,
sullire01c,1968,PIT,NHL,1,,76,20,45,11,,,,
sullire01c,1974,WAS,NHL,2,,18,2,16,0,,,,
suthebi01c,1979,WIN,NHL,2,,3,1,2,0,,,,
suthebi01c,1980,WIN,NHL,2,,29,6,20,3,,,,
suttebr01c,1988,STL,NHL,1,,80,33,35,12,10,5,5,0
suttebr01c,1989,STL,NHL,1,,80,37,34,9,12,7,5,0
suttebr01c,1990,STL,NHL,1,,80,47,22,11,13,6,7,0
suttebr01c,1991,STL,NHL,1,,80,36,33,11,6,2,4,0
suttebr01c,1992,BOS,NHL,1,,84,51,26,7,4,0,4,0
suttebr01c,1993,BOS,NHL,1,,84,42,29,13,13,6,7,0
suttebr01c,1994,BOS,NHL,1,,48,27,18,3,5,1,4,0
suttebr01c,1997,CAL,NHL,1,,82,26,41,15,,,,
suttebr01c,1998,CAL,NHL,1,,82,30,40,12,,,,
suttebr01c,1999,CAL,NHL,1,,82,31,41,10,,,,
suttebr01c,2001,CHI,NHL,1,,82,41,28,13,5,1,4,0
suttebr01c,2002,CHI,NHL,1,,82,30,39,13,,,,
suttebr01c,2003,CHI,NHL,1,,82,20,51,11,,,,
suttebr02c,2007,NJD,NHL,1,,82,46,29,7,5,1,4,0
suttebr02c,2008,NJD,NHL,1,,82,51,27,4,7,3,4,0
suttebr02c,2009,CAL,NHL,1,,82,40,32,10,,,,
suttebr02c,2010,CAL,NHL,1,,82,41,29,12,,,,
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
sutteda01c,1992,CHI,NHL,1,,84,47,25,12,4,0,4,0
sutteda01c,1993,CHI,NHL,1,,84,39,36,9,6,2,4,0
sutteda01c,1994,CHI,NHL,1,,48,24,19,5,16,9,7,0
sutteda01c,1997,SJS,NHL,1,,82,34,38,10,6,2,4,0
sutteda01c,1998,SJS,NHL,1,,82,31,33,18,6,2,4,0
sutteda01c,1999,SJS,NHL,1,,82,35,37,10,12,5,7,0
sutteda01c,2000,SJS,NHL,1,,82,40,30,12,6,2,4,0
sutteda01c,2001,SJS,NHL,1,,82,44,30,8,12,7,5,0
sutteda01c,2002,SJS,NHL,1,,24,8,14,2,,,,
sutteda01c,2002,CAL,NHL,3,,46,19,19,8,,,,
sutteda01c,2003,CAL,NHL,1,,82,42,33,7,26,15,11,0
sutteda01c,2005,CAL,NHL,1,,82,46,25,11,7,3,4,0
sutteda01c,2011,LAK,NHL,3,,49,25,13,11,20,16,4,0
suttedu01c,2000,FLO,NHL,2,,46,16,24,6,,,,
suttedu01c,2001,FLO,NHL,1,,26,6,18,2,,,,
talboje01c,1972,STL,NHL,2,,65,30,28,7,5,1,4,0
talboje01c,1973,STL,NHL,1,,55,22,25,8,,,,
talboje01c,1975,DOT,WHA,1,,41,14,26,1,,,,
talboje01c,1977,NYR,NHL,1,,80,30,37,13,3,1,2,0
tessior01c,1982,CHI,NHL,1,,80,47,23,10,13,7,6,0
tessior01c,1983,CHI,NHL,1,,80,30,42,8,5,2,3,0
tessior01c,1984,CHI,NHL,1,,53,22,28,3,,,,
therrmi01c,2000,MTL,NHL,2,,62,23,33,6,,,,
therrmi01c,2001,MTL,NHL,1,,82,36,34,12,12,6,6,0
therrmi01c,2002,MTL,NHL,1,,46,18,23,5,,,,
therrmi01c,2005,PIT,NHL,2,,51,14,29,8,,,,
therrmi01c,2006,PIT,NHL,1,,82,47,24,11,5,1,4,0
therrmi01c,2007,PIT,NHL,1,,82,47,27,8,20,14,6,0
therrmi01c,2008,PIT,NHL,1,,57,27,25,5,,,,
thomppa01c,1938,CHI,NHL,2,,27,4,18,5,,,,
thomppa01c,1939,CHI,NHL,1,,48,23,19,6,2,0,2,0
thomppa01c,1940,CHI,NHL,1,,48,16,25,7,5,2,3,0
thomppa01c,1941,CHI,NHL,1,,48,22,23,3,3,1,2,0
thomppa01c,1942,CHI,NHL,1,,50,17,18,15,,,,
thomppa01c,1943,CHI,NHL,1,,50,22,23,5,9,4,5,0
thomppa01c,1944,CHI,NHL,1,,1,0,1,0,,,,
thomppe01c,1920,HAM,NHL,1,,24,6,18,0,,,,
thomppe01c,1921,HAM,NHL,1,,24,7,17,0,,,,
tippeda01c,2002,DAL,NHL,1,,82,46,21,15,12,6,6,0
tippeda01c,2003,DAL,NHL,1,,82,41,28,13,5,1,4,0
tippeda01c,2005,DAL,NHL,1,,82,53,23,6,5,1,4,0
tippeda01c,2006,DAL,NHL,1,,82,50,25,7,7,3,4,0
tippeda01c,2007,DAL,NHL,1,,82,45,30,7,18,10,8,0
tippeda01c,2008,DAL,NHL,1,,82,36,35,11,,,,
tippeda01c,2010,PHO,NHL,1,,82,43,26,13,4,0,4,0
tippeda01c,2011,PHO,NHL,1,,82,42,27,13,16,9,7,0
tobinbi01c,1929,CHI,NHL,2,,23,11,10,2,2,0,1,1
tobinbi01c,1931,CHI,NHL,1,,48,18,19,11,2,1,1,0
tocchri01c,2008,TBL,NHL,2,,66,19,33,14,,,,
tocchri01c,2009,TBL,NHL,1,,82,34,36,12,,,,
torchjo01c,2003,FLO,NHL,3,,27,10,13,4,,,,
torchjo01c,2005,LAK,NHL,2,,12,5,7,0,,,,
tortojo01c,1999,NYR,NHL,2,,4,0,3,1,,,,
tortojo01c,2000,TBL,NHL,2,,43,12,30,1,,,,
tortojo01c,2001,TBL,NHL,1,,82,27,44,11,,,,
tortojo01c,2002,TBL,NHL,1,,82,36,30,16,11,5,6,0
tortojo01c,2003,TBL,NHL,1,,82,46,28,8,23,16,7,0
tortojo01c,2005,TBL,NHL,1,,82,43,33,6,5,1,4,0
tortojo01c,2006,TBL,NHL,1,,82,44,33,5,6,2,4,0
tortojo01c,2007,TBL,NHL,1,,82,31,42,9,,,,
tortojo01c,2008,NYR,NHL,2,,21,12,7,2,7,3,4,0
tortojo01c,2009,NYR,NHL,1,,82,38,33,11,,,,
tortojo01c,2010,NYR,NHL,1,,82,44,33,5,5,1,4,0
tortojo01c,2011,NYR,NHL,1,,82,51,24,7,20,10,10,0
trembma02c,1995,MTL,NHL,3,,77,40,27,10,6,2,4,0
trembma02c,1996,MTL,NHL,1,,82,31,36,15,5,1,4,0
triheha01c,1909,MOS,NHA,1,,12,3,8,1,,,,
trottbr01c,2002,NYR,NHL,1,,54,21,27,6,,,,
trotzba01c,1998,NAS,NHL,1,,82,28,47,7,,,,
trotzba01c,1999,NAS,NHL,1,,82,28,47,7,,,,
trotzba01c,2000,NAS,NHL,1,,82,34,39,9,,,,
trotzba01c,2001,NAS,NHL,1,,82,28,41,13,,,,
trotzba01c,2002,NAS,NHL,1,,82,27,42,13,,,,
trotzba01c,2003,NAS,NHL,1,,82,38,33,11,6,2,4,0
trotzba01c,2005,NAS,NHL,1,,82,49,25,8,5,1,4,0
trotzba01c,2006,NAS,NHL,1,,82,51,23,8,5,1,4,0
trotzba01c,2007,NAS,NHL,1,,82,41,32,9,6,2,4,0
trotzba01c,2008,NAS,NHL,1,,82,40,34,8,,,,
trotzba01c,2009,NAS,NHL,1,,82,47,29,6,6,2,4,0
trotzba01c,2010,NAS,NHL,1,,82,44,27,11,12,6,6,0
trotzba01c,2011,NAS,NHL,1,,82,48,26,8,10,5,5,0
ubriage01c,1988,PIT,NHL,1,,80,40,33,7,11,7,4,0
ubriage01c,1989,PIT,NHL,1,,26,10,14,2,,,,
vachoro01c,1983,LAK,NHL,2,,2,1,0,1,,,,
vachoro01c,1987,LAK,NHL,2,,1,0,1,0,,,,
vachoro01c,1994,LAK,NHL,2,,7,3,2,2,,,,
vigneal01c,1997,MTL,NHL,1,,82,37,32,13,10,4,6,0
vigneal01c,1998,MTL,NHL,1,,82,32,39,11,,,,
vigneal01c,1999,MTL,NHL,1,,82,35,38,9,,,,
vigneal01c,2000,MTL,NHL,1,,20,5,13,2,,,,
vigneal01c,2006,VAN,NHL,1,,82,49,26,7,12,5,7,0
vigneal01c,2007,VAN,NHL,1,,82,39,33,10,,,,
vigneal01c,2008,VAN,NHL,1,,82,45,27,10,10,6,4,0
vigneal01c,2009,VAN,NHL,1,,82,49,28,5,12,6,6,0
vigneal01c,2010,VAN,NHL,1,,82,54,19,9,25,15,10,0
vigneal01c,2011,VAN,NHL,1,,82,51,22,9,5,1,4,0
viviaja01c,1974,CLC,WHA,2,,45,21,22,2,5,1,4,0
waddedo01c,2002,ATL,NHL,2,,10,4,5,1,,,,
waddedo01c,2007,ATL,NHL,2,,76,34,34,8,,,,
watsobr01c,1980,EDM,NHL,1,,18,4,9,5,,,,
watsoph01c,1955,NYR,NHL,1,,70,32,28,10,5,1,4,0
watsoph01c,1956,NYR,NHL,1,,70,26,30,14,5,1,4,0
watsoph01c,1957,NYR,NHL,1,,70,32,25,13,6,2,4,0
watsoph01c,1958,NYR,NHL,1,,70,26,32,12,,,,
watsoph01c,1959,NYR,NHL,1,,15,3,9,3,,,,
watsoph01c,1961,BOS,NHL,1,,70,15,47,8,,,,
watsoph01c,1962,BOS,NHL,1,,14,1,8,5,,,,
watsoph01c,1972,PHB,WHA,2,,71,37,34,0,4,0,4,0
watsoph01c,1973,VAB,WHA,2,,12,3,9,0,,,,
wattto01c,1981,WIN,NHL,1,,80,33,33,14,4,1,3,0
wattto01c,1982,WIN,NHL,1,,80,33,39,8,3,0,3,0
wattto01c,1983,WIN,NHL,1,,21,6,13,2,,,,
wattto01c,1985,VAN,NHL,1,,80,23,44,13,3,0,3,0
wattto01c,1986,VAN,NHL,1,,80,29,43,8,,,,
wattto01c,1990,TOR,NHL,2,,69,22,37,10,,,,
wattto01c,1991,TOR,NHL,1,,80,30,43,7,,,,
webstto01c,1986,NYR,NHL,2,,18,5,9,4,,,,
webstto01c,1989,LAK,NHL,1,,80,34,39,7,10,4,6,0
webstto01c,1990,LAK,NHL,1,,80,46,24,10,12,6,6,0
webstto01c,1991,LAK,NHL,1,,80,35,31,14,6,2,4,0
weilaco01c,1939,BOS,NHL,1,,48,31,12,5,6,2,4,0
weilaco01c,1940,BOS,NHL,1,,48,27,8,13,11,8,3,0
whitebi01c,1976,CHI,NHL,2,,46,16,24,6,2,0,2,0
wileyji01c,1995,SJS,NHL,2,,57,17,37,3,,,,
wilkiia01c,1972,NRA,WHA,2,interim,1,1,0,0,,,,
wilsojo01c,1969,LAK,NHL,2,,52,9,34,9,,,,
wilsojo01c,1971,DET,NHL,2,,67,30,27,10,,,,
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
wilsojo01c,1974,MIB,WHA,1,,78,21,53,4,,,,
wilsojo01c,1975,CLC,WHA,1,,80,35,40,5,3,0,3,0
wilsojo01c,1976,COR,NHL,1,,80,20,46,14,,,,
wilsojo01c,1977,PIT,NHL,1,,80,25,37,18,,,,
wilsojo01c,1978,PIT,NHL,1,,80,36,31,13,7,2,5,0
wilsojo01c,1979,PIT,NHL,1,,80,30,37,13,5,2,3,0
wilsola01c,1976,DET,NHL,2,,36,3,29,4,,,,
wilsori01c,2001,DAL,NHL,2,,32,13,12,7,,,,
wilsoro02c,1993,ANA,NHL,1,,84,33,46,5,,,,
wilsoro02c,1994,ANA,NHL,1,,48,16,27,5,,,,
wilsoro02c,1995,ANA,NHL,1,,82,35,39,8,,,,
wilsoro02c,1996,ANA,NHL,1,,82,36,33,13,11,4,7,0
wilsoro02c,1997,WAS,NHL,1,,82,40,30,12,21,12,9,0
wilsoro02c,1998,WAS,NHL,1,,82,31,45,6,,,,
wilsoro02c,1999,WAS,NHL,1,,82,44,26,12,5,1,4,0
wilsoro02c,2000,WAS,NHL,1,,82,41,31,10,6,2,4,0
wilsoro02c,2001,WAS,NHL,1,,82,36,35,11,,,,
wilsoro02c,2002,SJS,NHL,3,,57,19,31,7,,,,
wilsoro02c,2003,SJS,NHL,1,,82,43,27,12,17,10,7,0
wilsoro02c,2005,SJS,NHL,1,,82,44,27,11,11,6,5,0
wilsoro02c,2006,SJS,NHL,1,,82,51,26,5,11,6,5,0
wilsoro02c,2007,SJS,NHL,1,,82,49,23,10,13,6,7,0
wilsoro02c,2008,TOR,NHL,1,,82,34,35,13,,,,
wilsoro02c,2009,TOR,NHL,1,,82,30,38,14,,,,
wilsoro02c,2010,TOR,NHL,1,,82,37,34,11,,,,
wilsoro02c,2011,TOR,NHL,1,,64,29,28,7,,,,
yawnetr01c,2005,CHI,NHL,1,,82,26,43,13,,,,
yawnetr01c,2006,CHI,NHL,1,,21,7,12,2,,,,
yeomi01c,2011,MIN,NHL,1,,82,35,36,11,,,,
youngga01c,1972,CLF,NHL,1,,12,2,7,3,,,,
youngga01c,1974,STL,NHL,3,,69,32,26,11,2,0,2,0
youngga01c,1975,STL,NHL,1,,29,9,15,5,,,,
youngwe02c,1909,HAI,NHA,1,,12,4,8,0,,,,
