year,lgID,tmID,oppID,W,L,T,OTL
1926,NHL,MTL,NYA,5,1,0,
1926,NHL,MTL,NYR,1,3,0,
1926,NHL,MTL,OTS,1,5,0,
1926,NHL,MTL,PIP,3,0,1,
1926,NHL,MTL,TRS,5,1,0,
1926,NHL,MTM,BOS,2,2,0,
1926,NHL,MTM,CHI,2,2,0,
1926,NHL,MTM,DTC,3,1,0,
1926,NHL,MTM,MTL,1,5,0,
1926,NHL,MTM,NYA,4,2,0,
1926,NHL,MTM,NYR,1,2,1,
1926,NHL,MTM,OTS,1,3,2,
1926,NHL,MTM,PIP,1,2,1,
1926,NHL,MTM,TRS,5,1,0,
1926,NHL,NYA,BOS,2,2,0,
1926,NHL,NYA,CHI,1,2,1,
1926,NHL,NYA,DTC,1,3,0,
1926,NHL,NYA,MTL,1,5,0,
1926,NHL,NYA,MTM,2,4,0,
1926,NHL,NYA,NYR,1,3,0,
1926,NHL,NYA,OTS,3,3,0,
1926,NHL,NYA,PIP,4,0,0,
1926,NHL,NYA,TRS,2,3,1,
1926,NHL,NYR,BOS,3,2,1,
1926,NHL,NYR,CHI,4,2,0,
1926,NHL,NYR,DTC,3,1,2,
1926,NHL,NYR,MTL,3,1,0,
1926,NHL,NYR,MTM,2,1,1,
1926,NHL,NYR,NYA,3,1,0,
1926,NHL,NYR,OTS,0,3,1,
1926,NHL,NYR,PIP,5,1,0,
1926,NHL,NYR,TRS,2,1,1,
1926,NHL,OTS,BOS,3,1,0,
1926,NHL,OTS,CHI,2,2,0,
1926,NHL,OTS,DTC,3,1,0,
1926,NHL,OTS,MTL,5,1,0,
1926,NHL,OTS,MTM,3,1,2,
1926,NHL,OTS,NYA,3,3,0,
1926,NHL,OTS,NYR,3,0,1,
1926,NHL,OTS,PIP,3,1,0,
1926,NHL,OTS,TRS,5,0,1,
1926,NHL,PIP,BOS,2,4,0,
1926,NHL,PIP,CHI,4,2,0,
1926,NHL,PIP,DTC,4,2,0,
1926,NHL,PIP,MTL,0,3,1,
1926,NHL,PIP,MTM,2,1,1,
1926,NHL,PIP,NYA,0,4,0,
1926,NHL,PIP,NYR,1,5,0,
1926,NHL,PIP,OTS,1,3,0,
1926,NHL,PIP,TRS,1,2,1,
1926,NHL,TRS,BOS,3,1,0,
1926,NHL,TRS,CHI,2,2,0,
1926,NHL,TRS,DTC,2,1,1,
1926,NHL,TRS,MTL,1,5,0,
1926,NHL,TRS,MTM,1,5,0,
1926,NHL,TRS,NYA,3,2,1,
1926,NHL,TRS,NYR,1,2,1,
1926,NHL,TRS,OTS,0,5,1,
1926,NHL,TRS,PIP,2,1,1,
1927,NHL,BOS,CHI,4,0,2,
1927,NHL,BOS,DTC,4,2,0,
1927,NHL,BOS,MTL,0,2,2,
1927,NHL,BOS,MTM,2,2,0,
1927,NHL,BOS,NYA,3,1,0,
1927,NHL,BOS,NYR,2,1,3,
1927,NHL,BOS,OTS,3,1,0,
1927,NHL,BOS,PIP,1,2,3,
1927,NHL,BOS,TOR,1,2,1,
1927,NHL,CHI,BOS,0,4,2,
1927,NHL,CHI,DTC,2,3,1,
1927,NHL,CHI,MTL,0,4,0,
1927,NHL,CHI,MTM,1,3,0,
1927,NHL,CHI,NYA,1,3,0,
1927,NHL,CHI,NYR,2,4,0,
1927,NHL,CHI,OTS,0,4,0,
1927,NHL,CHI,PIP,1,5,0,
1927,NHL,CHI,TOR,0,4,0,
1927,NHL,DTC,BOS,2,4,0,
1927,NHL,DTC,CHI,3,2,1,
1927,NHL,DTC,MTL,2,2,0,
1927,NHL,DTC,MTM,3,1,0,
1927,NHL,DTC,NYA,2,0,2,
1927,NHL,DTC,NYR,2,3,1,
1927,NHL,DTC,OTS,0,3,1,
1927,NHL,DTC,PIP,3,2,1,
1927,NHL,DTC,TOR,2,2,0,
1927,NHL,MTL,BOS,2,0,2,
1927,NHL,MTL,CHI,4,0,0,
1927,NHL,MTL,DTC,2,2,0,
1927,NHL,MTL,MTM,2,2,2,
1927,NHL,MTL,NYA,4,2,0,
1927,NHL,MTL,NYR,4,0,0,
1927,NHL,MTL,OTS,3,2,1,
1927,NHL,MTL,PIP,2,1,1,
1927,NHL,MTL,TOR,3,2,1,
1927,NHL,MTM,BOS,2,2,0,
1927,NHL,MTM,CHI,3,1,0,
1927,NHL,MTM,DTC,1,3,0,
1927,NHL,MTM,MTL,2,2,2,
1927,NHL,MTM,NYA,4,1,1,
1927,NHL,MTM,NYR,2,1,1,
1927,NHL,MTM,OTS,3,2,1,
1927,NHL,MTM,PIP,2,2,0,
1927,NHL,MTM,TOR,5,0,1,
1927,NHL,NYA,BOS,1,3,0,
1927,NHL,NYA,CHI,3,1,0,
1927,NHL,NYA,DTC,0,2,2,
1927,NHL,NYA,MTL,2,4,0,
1927,NHL,NYA,MTM,1,4,1,
1927,NHL,NYA,NYR,0,3,1,
1927,NHL,NYA,OTS,1,5,0,
1927,NHL,NYA,PIP,2,1,1,
1927,NHL,NYA,TOR,1,4,1,
1927,NHL,NYR,BOS,1,2,3,
1927,NHL,NYR,CHI,4,2,0,
1927,NHL,NYR,DTC,3,2,1,
1927,NHL,NYR,MTL,0,4,0,
1927,NHL,NYR,MTM,1,2,1,
1927,NHL,NYR,NYA,3,0,1,
1927,NHL,NYR,OTS,2,0,2,
1927,NHL,NYR,PIP,3,2,1,
1927,NHL,NYR,TOR,2,2,0,
1927,NHL,OTS,BOS,1,3,0,
1927,NHL,OTS,CHI,4,0,0,
1927,NHL,OTS,DTC,3,0,1,
1927,NHL,OTS,MTL,2,3,1,
1927,NHL,OTS,MTM,2,3,1,
1927,NHL,OTS,NYA,5,1,0,
1927,NHL,OTS,NYR,0,2,2,
1927,NHL,OTS,PIP,2,1,1,
1927,NHL,OTS,TOR,1,1,4,
1927,NHL,PIP,BOS,2,1,3,
1927,NHL,PIP,CHI,5,1,0,
1927,NHL,PIP,DTC,2,3,1,
1927,NHL,PIP,MTL,1,2,1,
1927,NHL,PIP,MTM,2,2,0,
1927,NHL,PIP,NYA,1,2,1,
1927,NHL,PIP,NYR,2,3,1,
1927,NHL,PIP,OTS,1,2,1,
1927,NHL,PIP,TOR,3,1,0,
1927,NHL,TOR,BOS,2,1,1,
1927,NHL,TOR,CHI,4,0,0,
1927,NHL,TOR,DTC,2,2,0,
1927,NHL,TOR,MTL,2,3,1,
1927,NHL,TOR,MTM,0,5,1,
1927,NHL,TOR,NYA,4,1,1,
1927,NHL,TOR,NYR,2,2,0,
1927,NHL,TOR,OTS,1,1,4,
1927,NHL,TOR,PIP,1,3,0,
1928,NHL,BOS,CHI,4,1,1,
1928,NHL,BOS,DTC,4,1,1,
1928,NHL,BOS,MTL,1,2,1,
1928,NHL,BOS,MTM,3,1,0,
1928,NHL,BOS,NYA,0,3,1,
1928,NHL,BOS,NYR,5,1,0,
1928,NHL,BOS,OTS,2,1,1,
1928,NHL,BOS,PIP,5,1,0,
1928,NHL,BOS,TOR,2,2,0,
1928,NHL,CHI,BOS,1,4,1,
1928,NHL,CHI,DTC,1,4,1,
1928,NHL,CHI,MTL,0,4,0,
1928,NHL,CHI,MTM,1,2,1,
1928,NHL,CHI,NYA,1,3,0,
1928,NHL,CHI,NYR,0,4,2,
1928,NHL,CHI,OTS,1,2,1,
1928,NHL,CHI,PIP,2,3,1,
1928,NHL,CHI,TOR,0,3,1,
1928,NHL,DTC,BOS,1,4,1,
1928,NHL,DTC,CHI,4,1,1,
1928,NHL,DTC,MTL,1,1,2,
1928,NHL,DTC,MTM,2,1,1,
1928,NHL,DTC,NYA,2,1,1,
1928,NHL,DTC,NYR,1,4,1,
1928,NHL,DTC,OTS,1,1,2,
1928,NHL,DTC,PIP,5,1,0,
1928,NHL,DTC,TOR,2,2,0,
1928,NHL,MTL,BOS,2,1,1,
1928,NHL,MTL,CHI,4,0,0,
1928,NHL,MTL,DTC,1,1,2,
1928,NHL,MTL,MTM,4,0,2,
1928,NHL,MTL,NYA,2,1,3,
1928,NHL,MTL,NYR,1,1,2,
1928,NHL,MTL,OTS,5,0,1,
1928,NHL,MTL,PIP,2,0,2,
1928,NHL,MTL,TOR,1,3,2,
1928,NHL,MTM,BOS,1,3,0,
1928,NHL,MTM,CHI,2,1,1,
1928,NHL,MTM,DTC,1,2,1,
1928,NHL,MTM,MTL,0,4,2,
1928,NHL,MTM,NYA,2,3,1,
1928,NHL,MTM,NYR,3,0,1,
1928,NHL,MTM,OTS,2,2,2,
1928,NHL,MTM,PIP,2,1,1,
1928,NHL,MTM,TOR,2,4,0,
1928,NHL,NYA,BOS,3,0,1,
1928,NHL,NYA,CHI,3,1,0,
1928,NHL,NYA,DTC,1,2,1,
1928,NHL,NYA,MTL,1,2,3,
1928,NHL,NYA,MTM,3,2,1,
1928,NHL,NYA,NYR,1,1,2,
1928,NHL,NYA,OTS,2,0,4,
1928,NHL,NYA,PIP,2,2,0,
1928,NHL,NYA,TOR,3,3,0,
1928,NHL,NYR,BOS,1,5,0,
1928,NHL,NYR,CHI,4,0,2,
1928,NHL,NYR,DTC,4,1,1,
1928,NHL,NYR,MTL,1,1,2,
1928,NHL,NYR,MTM,0,3,1,
1928,NHL,NYR,NYA,1,1,2,
1928,NHL,NYR,OTS,3,1,0,
1928,NHL,NYR,PIP,4,0,2,
1928,NHL,NYR,TOR,3,1,0,
1928,NHL,OTS,BOS,1,2,1,
1928,NHL,OTS,CHI,2,1,1,
1928,NHL,OTS,DTC,1,1,2,
1928,NHL,OTS,MTL,0,5,1,
1928,NHL,OTS,MTM,2,2,2,
1928,NHL,OTS,NYA,0,2,4,
1928,NHL,OTS,NYR,1,3,0,
1928,NHL,OTS,PIP,3,0,1,
1928,NHL,OTS,TOR,4,1,1,
1928,NHL,PIP,BOS,1,5,0,
1928,NHL,PIP,CHI,3,2,1,
1928,NHL,PIP,DTC,1,5,0,
1928,NHL,PIP,MTL,0,2,2,
1928,NHL,PIP,MTM,1,2,1,
1928,NHL,PIP,NYA,2,2,0,
1928,NHL,PIP,NYR,0,4,2,
1928,NHL,PIP,OTS,0,3,1,
1928,NHL,PIP,TOR,1,2,1,
1928,NHL,TOR,BOS,2,2,0,
1928,NHL,TOR,CHI,3,0,1,
1928,NHL,TOR,DTC,2,2,0,
1928,NHL,TOR,MTL,3,1,2,
1928,NHL,TOR,MTM,4,2,0,
1928,NHL,TOR,NYA,3,3,0,
1928,NHL,TOR,NYR,1,3,0,
1928,NHL,TOR,OTS,1,4,1,
1928,NHL,TOR,PIP,2,1,1,
1929,NHL,BOS,CHI,3,3,0,
1929,NHL,BOS,DTC,6,0,0,
1929,NHL,BOS,MTL,4,0,0,
1929,NHL,BOS,MTM,3,1,0,
1929,NHL,BOS,NYA,3,1,0,
1929,NHL,BOS,NYR,5,0,1,
1929,NHL,BOS,OTS,4,0,0,
1929,NHL,BOS,PIP,6,0,0,
1929,NHL,BOS,TOR,4,0,0,
1929,NHL,CHI,BOS,3,3,0,
1929,NHL,CHI,DTC,2,3,1,
1929,NHL,CHI,MTL,0,3,1,
1929,NHL,CHI,MTM,4,0,0,
1929,NHL,CHI,NYA,2,2,0,
1929,NHL,CHI,NYR,1,3,2,
1929,NHL,CHI,OTS,2,2,0,
1929,NHL,CHI,PIP,6,0,0,
1929,NHL,CHI,TOR,1,2,1,
1929,NHL,DTC,BOS,0,6,0,
1929,NHL,DTC,CHI,3,2,1,
1929,NHL,DTC,MTL,1,3,0,
1929,NHL,DTC,MTM,1,2,1,
1929,NHL,DTC,NYA,1,3,0,
1929,NHL,DTC,NYR,2,1,3,
1929,NHL,DTC,OTS,0,3,1,
1929,NHL,DTC,PIP,4,2,0,
1929,NHL,DTC,TOR,2,2,0,
1929,NHL,MTL,BOS,0,4,0,
1929,NHL,MTL,CHI,3,0,1,
1929,NHL,MTL,DTC,3,1,0,
1929,NHL,MTL,MTM,1,4,1,
1929,NHL,MTL,NYA,5,1,0,
1929,NHL,MTL,NYR,2,1,1,
1929,NHL,MTL,OTS,1,2,3,
1929,NHL,MTL,PIP,2,0,2,
1929,NHL,MTL,TOR,4,1,1,
1929,NHL,MTM,BOS,1,3,0,
1929,NHL,MTM,CHI,0,4,0,
1929,NHL,MTM,DTC,2,1,1,
1929,NHL,MTM,MTL,4,1,1,
1929,NHL,MTM,NYA,5,0,1,
1929,NHL,MTM,NYR,2,2,0,
1929,NHL,MTM,OTS,2,3,1,
1929,NHL,MTM,PIP,4,0,0,
1929,NHL,MTM,TOR,3,2,1,
1929,NHL,NYA,BOS,1,3,0,
1929,NHL,NYA,CHI,2,2,0,
1929,NHL,NYA,DTC,3,1,0,
1929,NHL,NYA,MTL,1,5,0,
1929,NHL,NYA,MTM,0,5,1,
1929,NHL,NYA,NYR,2,2,0,
1929,NHL,NYA,OTS,2,3,1,
1929,NHL,NYA,PIP,2,1,1,
1929,NHL,NYA,TOR,1,3,2,
1929,NHL,NYR,BOS,0,5,1,
1929,NHL,NYR,CHI,3,1,2,
1929,NHL,NYR,DTC,1,2,3,
1929,NHL,NYR,MTL,1,2,1,
1929,NHL,NYR,MTM,2,2,0,
1929,NHL,NYR,NYA,2,2,0,
1929,NHL,NYR,OTS,2,0,2,
1929,NHL,NYR,PIP,6,0,0,
1929,NHL,NYR,TOR,0,3,1,
1929,NHL,OTS,BOS,0,4,0,
1929,NHL,OTS,CHI,2,2,0,
1929,NHL,OTS,DTC,3,0,1,
1929,NHL,OTS,MTL,2,1,3,
1929,NHL,OTS,MTM,3,2,1,
1929,NHL,OTS,NYA,3,2,1,
1929,NHL,OTS,NYR,0,2,2,
1929,NHL,OTS,PIP,3,1,0,
1929,NHL,OTS,TOR,5,1,0,
1929,NHL,PIP,BOS,0,6,0,
1929,NHL,PIP,CHI,0,6,0,
1929,NHL,PIP,DTC,2,4,0,
1929,NHL,PIP,MTL,0,2,2,
1929,NHL,PIP,MTM,0,4,0,
1929,NHL,PIP,NYA,1,2,1,
1929,NHL,PIP,NYR,0,6,0,
1929,NHL,PIP,OTS,1,3,0,
1929,NHL,PIP,TOR,1,3,0,
1929,NHL,TOR,BOS,0,4,0,
1929,NHL,TOR,CHI,2,1,1,
1929,NHL,TOR,DTC,2,2,0,
1929,NHL,TOR,MTL,1,4,1,
1929,NHL,TOR,MTM,2,3,1,
1929,NHL,TOR,NYA,3,1,2,
1929,NHL,TOR,NYR,3,0,1,
1929,NHL,TOR,OTS,1,5,0,
1929,NHL,TOR,PIP,3,1,0,
1930,NHL,BOS,CHI,2,4,0,
1930,NHL,BOS,DTF,4,1,1,
1930,NHL,BOS,MTL,2,1,1,
1930,NHL,BOS,MTM,3,1,0,
1930,NHL,BOS,NYA,2,2,0,
1930,NHL,BOS,NYR,4,0,2,
1930,NHL,BOS,OTS,4,0,0,
1930,NHL,BOS,PHQ,5,0,1,
1930,NHL,BOS,TOR,2,1,1,
1930,NHL,CHI,BOS,4,2,0,
1930,NHL,CHI,DTF,2,3,1,
1930,NHL,CHI,MTL,1,2,1,
1930,NHL,CHI,MTM,0,4,0,
1930,NHL,CHI,NYA,3,1,0,
1930,NHL,CHI,NYR,4,1,1,
1930,NHL,CHI,OTS,4,0,0,
1930,NHL,CHI,PHQ,6,0,0,
1930,NHL,CHI,TOR,0,4,0,
1930,NHL,DTF,BOS,1,4,1,
1930,NHL,DTF,CHI,3,2,1,
1930,NHL,DTF,MTL,2,2,0,
1930,NHL,DTF,MTM,0,3,1,
1930,NHL,DTF,NYA,0,2,2,
1930,NHL,DTF,NYR,2,3,1,
1930,NHL,DTF,OTS,2,2,0,
1930,NHL,DTF,PHQ,4,2,0,
1930,NHL,DTF,TOR,2,1,1,
1930,NHL,MTL,BOS,1,2,1,
1930,NHL,MTL,CHI,2,1,1,
1930,NHL,MTL,DTF,2,2,0,
1930,NHL,MTL,MTM,3,1,2,
1930,NHL,MTL,NYA,5,0,1,
1930,NHL,MTL,NYR,2,2,0,
1930,NHL,MTL,OTS,5,0,1,
1930,NHL,MTL,PHQ,3,0,1,
1930,NHL,MTL,TOR,3,2,1,
1930,NHL,MTM,BOS,1,3,0,
1930,NHL,MTM,CHI,4,0,0,
1930,NHL,MTM,DTF,3,0,1,
1930,NHL,MTM,MTL,1,3,2,
1930,NHL,MTM,NYA,1,5,0,
1930,NHL,MTM,NYR,1,2,1,
1930,NHL,MTM,OTS,4,1,1,
1930,NHL,MTM,PHQ,3,1,0,
1930,NHL,MTM,TOR,2,3,1,
1930,NHL,NYA,BOS,2,2,0,
1930,NHL,NYA,CHI,1,3,0,
1930,NHL,NYA,DTF,2,0,2,
1930,NHL,NYA,MTL,0,5,1,
1930,NHL,NYA,MTM,5,1,0,
1930,NHL,NYA,NYR,0,1,3,
1930,NHL,NYA,OTS,4,2,0,
1930,NHL,NYA,PHQ,3,0,1,
1930,NHL,NYA,TOR,1,2,3,
1930,NHL,NYR,BOS,0,4,2,
1930,NHL,NYR,CHI,1,4,1,
1930,NHL,NYR,DTF,3,2,1,
1930,NHL,NYR,MTL,2,2,0,
1930,NHL,NYR,MTM,2,1,1,
1930,NHL,NYR,NYA,1,0,3,
1930,NHL,NYR,OTS,3,1,0,
1930,NHL,NYR,PHQ,6,0,0,
1930,NHL,NYR,TOR,1,2,1,
1930,NHL,OTS,BOS,0,4,0,
1930,NHL,OTS,CHI,0,4,0,
1930,NHL,OTS,DTF,2,2,0,
1930,NHL,OTS,MTL,0,5,1,
1930,NHL,OTS,MTM,1,4,1,
1930,NHL,OTS,NYA,2,4,0,
1930,NHL,OTS,NYR,1,3,0,
1930,NHL,OTS,PHQ,3,0,1,
1930,NHL,OTS,TOR,1,4,1,
1930,NHL,PHQ,BOS,0,5,1,
1930,NHL,PHQ,CHI,0,6,0,
1930,NHL,PHQ,DTF,2,4,0,
1930,NHL,PHQ,MTL,0,3,1,
1930,NHL,PHQ,MTM,1,3,0,
1930,NHL,PHQ,NYA,0,3,1,
1930,NHL,PHQ,NYR,0,6,0,
1930,NHL,PHQ,OTS,0,3,1,
1930,NHL,PHQ,TOR,1,3,0,
1930,NHL,TOR,BOS,1,2,1,
1930,NHL,TOR,CHI,4,0,0,
1930,NHL,TOR,DTF,1,2,1,
1930,NHL,TOR,MTL,2,3,1,
1930,NHL,TOR,MTM,3,2,1,
1930,NHL,TOR,NYA,2,1,3,
1930,NHL,TOR,NYR,2,1,1,
1930,NHL,TOR,OTS,4,1,1,
1930,NHL,TOR,PHQ,3,1,0,
1931,NHL,BOS,CHI,2,4,2,
1931,NHL,BOS,DTF,3,1,4,
1931,NHL,BOS,MTL,3,2,1,
1931,NHL,BOS,MTM,1,4,1,
1931,NHL,BOS,NYA,2,3,1,
1931,NHL,BOS,NYR,2,4,2,
1931,NHL,BOS,TOR,2,3,1,
1931,NHL,CHI,BOS,4,2,2,
1931,NHL,CHI,DTF,3,4,1,
1931,NHL,CHI,MTL,1,4,1,
1931,NHL,CHI,MTM,2,1,3,
1931,NHL,CHI,NYA,4,1,1,
1931,NHL,CHI,NYR,1,5,2,
1931,NHL,CHI,TOR,3,2,1,
1931,NHL,DTF,BOS,1,3,4,
1931,NHL,DTF,CHI,4,3,1,
1931,NHL,DTF,MTL,2,3,1,
1931,NHL,DTF,MTM,3,3,0,
1931,NHL,DTF,NYA,2,2,2,
1931,NHL,DTF,NYR,3,3,2,
1931,NHL,DTF,TOR,3,3,0,
1931,NHL,MTL,BOS,2,3,1,
1931,NHL,MTL,CHI,4,1,1,
1931,NHL,MTL,DTF,3,2,1,
1931,NHL,MTL,MTM,5,2,1,
1931,NHL,MTL,NYA,4,4,0,
1931,NHL,MTL,NYR,3,2,1,
1931,NHL,MTL,TOR,4,2,2,
1931,NHL,MTM,BOS,4,1,1,
1931,NHL,MTM,CHI,1,2,3,
1931,NHL,MTM,DTF,3,3,0,
1931,NHL,MTM,MTL,2,5,1,
1931,NHL,MTM,NYA,4,3,1,
1931,NHL,MTM,NYR,2,3,1,
1931,NHL,MTM,TOR,3,5,0,
1931,NHL,NYA,BOS,3,2,1,
1931,NHL,NYA,CHI,1,4,1,
1931,NHL,NYA,DTF,2,2,2,
1931,NHL,NYA,MTL,4,4,0,
1931,NHL,NYA,MTM,3,4,1,
1931,NHL,NYA,NYR,2,4,0,
1931,NHL,NYA,TOR,1,4,3,
1931,NHL,NYR,BOS,4,2,2,
1931,NHL,NYR,CHI,5,1,2,
1931,NHL,NYR,DTF,3,3,2,
1931,NHL,NYR,MTL,2,3,1,
1931,NHL,NYR,MTM,3,2,1,
1931,NHL,NYR,NYA,4,2,0,
1931,NHL,NYR,TOR,2,4,0,
1931,NHL,TOR,BOS,3,2,1,
1931,NHL,TOR,CHI,2,3,1,
1931,NHL,TOR,DTF,3,3,0,
1931,NHL,TOR,MTL,2,4,2,
1931,NHL,TOR,MTM,5,3,0,
1931,NHL,TOR,NYA,4,1,3,
1931,NHL,TOR,NYR,4,2,0,
1932,NHL,BOS,CHI,3,2,1,
1932,NHL,BOS,DET,2,3,1,
1932,NHL,BOS,MTL,4,1,1,
1932,NHL,BOS,MTM,4,2,0,
1932,NHL,BOS,NYA,2,2,2,
1932,NHL,BOS,NYR,3,3,0,
1932,NHL,BOS,OTS,3,1,2,
1932,NHL,BOS,TOR,4,1,1,
1932,NHL,CHI,BOS,2,3,1,
1932,NHL,CHI,DET,1,5,0,
1932,NHL,CHI,MTL,3,3,0,
1932,NHL,CHI,MTM,2,2,2,
1932,NHL,CHI,NYA,2,2,2,
1932,NHL,CHI,NYR,2,2,2,
1932,NHL,CHI,OTS,2,1,3,
1932,NHL,CHI,TOR,2,2,2,
1932,NHL,DET,BOS,3,2,1,
1932,NHL,DET,CHI,5,1,0,
1932,NHL,DET,MTL,3,2,1,
1932,NHL,DET,MTM,1,4,1,
1932,NHL,DET,NYA,3,0,3,
1932,NHL,DET,NYR,4,2,0,
1932,NHL,DET,OTS,4,1,1,
1932,NHL,DET,TOR,2,3,1,
1932,NHL,MTL,BOS,1,4,1,
1932,NHL,MTL,CHI,3,3,0,
1932,NHL,MTL,DET,2,3,1,
1932,NHL,MTL,MTM,2,3,1,
1932,NHL,MTL,NYA,2,3,1,
1932,NHL,MTL,NYR,1,4,1,
1932,NHL,MTL,OTS,4,2,0,
1932,NHL,MTL,TOR,3,3,0,
1932,NHL,MTM,BOS,2,4,0,
1932,NHL,MTM,CHI,2,2,2,
1932,NHL,MTM,DET,4,1,1,
1932,NHL,MTM,MTL,3,2,1,
1932,NHL,MTM,NYA,3,3,0,
1932,NHL,MTM,NYR,3,2,1,
1932,NHL,MTM,OTS,3,3,0,
1932,NHL,MTM,TOR,2,3,1,
1932,NHL,NYA,BOS,2,2,2,
1932,NHL,NYA,CHI,2,2,2,
1932,NHL,NYA,DET,0,3,3,
1932,NHL,NYA,MTL,3,2,1,
1932,NHL,NYA,MTM,3,3,0,
1932,NHL,NYA,NYR,0,5,1,
1932,NHL,NYA,OTS,2,3,1,
1932,NHL,NYA,TOR,3,2,1,
1932,NHL,NYR,BOS,3,3,0,
1932,NHL,NYR,CHI,2,2,2,
1932,NHL,NYR,DET,2,4,0,
1932,NHL,NYR,MTL,4,1,1,
1932,NHL,NYR,MTM,2,3,1,
1932,NHL,NYR,NYA,5,0,1,
1932,NHL,NYR,OTS,3,0,3,
1932,NHL,NYR,TOR,2,4,0,
1932,NHL,OTS,BOS,1,3,2,
1932,NHL,OTS,CHI,1,2,3,
1932,NHL,OTS,DET,1,4,1,
1932,NHL,OTS,MTL,2,4,0,
1932,NHL,OTS,MTM,3,3,0,
1932,NHL,OTS,NYA,3,2,1,
1932,NHL,OTS,NYR,0,3,3,
1932,NHL,OTS,TOR,0,6,0,
1932,NHL,TOR,BOS,1,4,1,
1932,NHL,TOR,CHI,2,2,2,
1932,NHL,TOR,DET,3,2,1,
1932,NHL,TOR,MTL,3,3,0,
1932,NHL,TOR,MTM,3,2,1,
1932,NHL,TOR,NYA,2,3,1,
1932,NHL,TOR,NYR,4,2,0,
1932,NHL,TOR,OTS,6,0,0,
1933,NHL,BOS,CHI,3,2,1,
1933,NHL,BOS,DET,1,4,1,
1933,NHL,BOS,MTL,5,1,0,
1933,NHL,BOS,MTM,1,4,1,
1933,NHL,BOS,NYA,3,3,0,
1933,NHL,BOS,NYR,2,3,1,
1933,NHL,BOS,OTS,2,4,0,
1933,NHL,BOS,TOR,1,4,1,
1933,NHL,CHI,BOS,2,3,1,
1933,NHL,CHI,DET,1,4,1,
1933,NHL,CHI,MTL,3,2,1,
1933,NHL,CHI,MTM,2,2,2,
1933,NHL,CHI,NYA,3,1,2,
1933,NHL,CHI,NYR,2,3,1,
1933,NHL,CHI,OTS,4,0,2,
1933,NHL,CHI,TOR,3,2,1,
1933,NHL,DET,BOS,4,1,1,
1933,NHL,DET,CHI,4,1,1,
1933,NHL,DET,MTL,2,3,1,
1933,NHL,DET,MTM,2,1,3,
1933,NHL,DET,NYA,3,0,3,
1933,NHL,DET,NYR,3,3,0,
1933,NHL,DET,OTS,4,2,0,
1933,NHL,DET,TOR,2,3,1,
1933,NHL,MTL,BOS,1,5,0,
1933,NHL,MTL,CHI,2,3,1,
1933,NHL,MTL,DET,3,2,1,
1933,NHL,MTL,MTM,2,3,1,
1933,NHL,MTL,NYA,5,1,0,
1933,NHL,MTL,NYR,2,3,1,
1933,NHL,MTL,OTS,3,1,2,
1933,NHL,MTL,TOR,4,2,0,
1933,NHL,MTM,BOS,4,1,1,
1933,NHL,MTM,CHI,2,2,2,
1933,NHL,MTM,DET,1,2,3,
1933,NHL,MTM,MTL,3,2,1,
1933,NHL,MTM,NYA,2,2,2,
1933,NHL,MTM,NYR,2,3,1,
1933,NHL,MTM,OTS,4,1,1,
1933,NHL,MTM,TOR,1,5,0,
1933,NHL,NYA,BOS,3,3,0,
1933,NHL,NYA,CHI,1,3,2,
1933,NHL,NYA,DET,0,3,3,
1933,NHL,NYA,MTL,1,5,0,
1933,NHL,NYA,MTM,2,2,2,
1933,NHL,NYA,NYR,4,2,0,
1933,NHL,NYA,OTS,4,2,0,
1933,NHL,NYA,TOR,0,3,3,
1933,NHL,NYR,BOS,3,2,1,
1933,NHL,NYR,CHI,3,2,1,
1933,NHL,NYR,DET,3,3,0,
1933,NHL,NYR,MTL,3,2,1,
1933,NHL,NYR,MTM,3,2,1,
1933,NHL,NYR,NYA,2,4,0,
1933,NHL,NYR,OTS,4,1,1,
1933,NHL,NYR,TOR,0,3,3,
1933,NHL,OTS,BOS,4,2,0,
1933,NHL,OTS,CHI,0,4,2,
1933,NHL,OTS,DET,2,4,0,
1933,NHL,OTS,MTL,1,3,2,
1933,NHL,OTS,MTM,1,4,1,
1933,NHL,OTS,NYA,2,4,0,
1933,NHL,OTS,NYR,1,4,1,
1933,NHL,OTS,TOR,2,4,0,
1933,NHL,TOR,BOS,4,1,1,
1933,NHL,TOR,CHI,2,3,1,
1933,NHL,TOR,DET,3,2,1,
1933,NHL,TOR,MTL,2,4,0,
1933,NHL,TOR,MTM,5,1,0,
1933,NHL,TOR,NYA,3,0,3,
1933,NHL,TOR,NYR,3,0,3,
1933,NHL,TOR,OTS,4,2,0,
1934,NHL,BOS,CHI,1,4,1,
1934,NHL,BOS,DET,5,0,1,
1934,NHL,BOS,MTL,4,2,0,
1934,NHL,BOS,MTM,1,4,1,
1934,NHL,BOS,NYA,4,2,0,
1934,NHL,BOS,NYR,3,1,2,
1934,NHL,BOS,STE,5,1,0,
1934,NHL,BOS,TOR,3,2,1,
1934,NHL,CHI,BOS,4,1,1,
1934,NHL,CHI,DET,3,3,0,
1934,NHL,CHI,MTL,4,1,1,
1934,NHL,CHI,MTM,3,3,0,
1934,NHL,CHI,NYA,4,2,0,
1934,NHL,CHI,NYR,3,1,2,
1934,NHL,CHI,STE,4,1,1,
1934,NHL,CHI,TOR,1,5,0,
1934,NHL,DET,BOS,0,5,1,
