Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
774,23.41,30.08%,0.0002,,
775,20.66,38.84%,0.0083,,
776,6.20,33.31%,0.0075,,
777,4.17,32.71%,0.0033,,
778,11.45,27.84%,0.0030,,
779,14.40,17.75%,0.0069,,
780,3.12,32.57%,0.0012,,
781,2.59,0.95%,0.0005,,
782,16.89,30.91%,0.0035,,
783,1.72,5.97%,0.0071,,
784,7.54,26.33%,0.0031,,
785,24.77,14.59%,0.0071,,
786,22.83,13.93%,0.0004,,
787,11.89,19.68%,0.0055,,
788,19.87,7.62%,0.0081,,
789,8.65,26.42%,0.0067,,
790,10.40,22.03%,0.0022,,
791,5.10,11.48%,0.0030,,
792,24.83,15.24%,0.0093,,
793,23.90,7.71%,0.0074,,
794,19.55,3.76%,0.0028,,
795,5.36,15.42%,0.0026,,
796,22.67,38.66%,0.0020,,
797,7.66,9.07%,0.0081,,
798,4.88,9.60%,0.0006,,
799,13.56,20.17%,0.0010,,
800,9.10,28.92%,0.0052,,
801,22.90,35.88%,0.0083,,
802,18.09,24.83%,0.0039,,
803,0.95,26.68%,0.0002,,
804,4.00,20.10%,0.0050,,
805,17.47,37.08%,0.0007,,
806,11.45,13.04%,0.0035,,
807,19.27,11.08%,0.0028,,
808,14.98,29.88%,0.0089,,
809,8.41,38.27%,0.0040,,
810,19.76,29.05%,0.0067,,
811,10.23,19.34%,0.0094,,
812,1.70,18.53%,0.0085,,
813,0.05,2.07%,0.0036,,
814,18.69,32.90%,0.0022,,
815,10.85,27.60%,0.0034,,
816,11.82,15.14%,0.0091,,
817,21.50,29.00%,0.0065,,
818,22.28,24.18%,0.0050,,
819,21.52,34.78%,0.0051,,
820,22.34,39.05%,0.0086,,
821,15.23,19.83%,0.0021,,
822,4.88,19.80%,0.0050,,
823,23.73,9.61%,0.0073,,
824,13.48,0.58%,0.0058,,
825,0.92,34.05%,0.0029,,
826,17.80,10.03%,0.0036,,
827,14.06,38.22%,0.0022,,
828,14.11,23.36%,0.0078,,
829,9.32,22.94%,0.0080,,
830,17.06,31.30%,0.0052,,
831,16.23,2.95%,0.0079,,
832,17.84,2.96%,0.0092,,
833,21.15,12.22%,0.0089,,
834,5.87,7.36%,0.0046,,
835,16.48,28.63%,0.0012,,
836,22.36,38.83%,0.0035,,
837,8.00,23.13%,0.0080,,
838,0.04,35.58%,0.0069,,
839,7.83,32.36%,0.0066,,
840,9.45,14.43%,0.0014,,
841,18.17,37.08%,0.0055,,
842,8.08,5.11%,0.0018,,
843,4.09,35.66%,0.0043,,
844,10.06,37.54%,0.0006,,
845,0.82,28.91%,0.0063,,
846,7.49,34.93%,0.0029,,
847,19.75,12.12%,0.0012,,
848,4.39,19.61%,0.0006,,
849,21.66,17.76%,0.0042,,
850,15.06,25.60%,0.0024,,
851,21.07,3.05%,0.0006,,
852,2.78,0.03%,0.0099,,
853,6.94,7.56%,0.0071,,
854,15.63,24.92%,0.0080,,
855,19.92,38.10%,0.0022,,
856,0.52,24.23%,0.0064,,
857,1.93,29.39%,0.0017,,
858,12.14,14.70%,0.0035,,
859,0.12,34.24%,0.0087,,
860,11.78,32.95%,0.0006,,
861,0.76,13.29%,0.0009,,
862,5.35,16.97%,0.0080,,
863,3.63,39.91%,0.0093,,
864,14.30,28.16%,0.0069,,
865,23.37,14.58%,0.0047,,
866,24.48,12.17%,0.0068,,
867,13.75,13.56%,0.0074,,
868,13.22,22.27%,0.0055,,
869,6.15,14.61%,0.0023,,
870,6.06,33.91%,0.0052,,
871,1.84,12.08%,0.0035,,
872,20.27,19.81%,0.0072,,
873,12.45,8.77%,0.0031,,
874,17.06,20.46%,0.0034,,
875,12.99,11.93%,0.0039,,
876,13.86,29.04%,0.0064,,
877,11.10,38.93%,0.0004,,
878,9.61,19.79%,0.0015,,
879,5.97,20.78%,0.0087,,
880,10.72,39.15%,0.0026,,
881,3.14,35.52%,0.0042,,
882,8.41,31.26%,0.0075,,
883,22.45,3.59%,0.0076,,
884,10.52,33.22%,0.0004,,
885,7.46,11.37%,0.0035,,
886,10.14,14.50%,0.0095,,
887,18.18,39.66%,0.0046,,
888,16.94,16.53%,0.0061,,
889,15.15,18.63%,0.0016,,
890,2.37,24.61%,0.0062,,
891,6.98,0.05%,0.0041,,
892,14.65,12.48%,0.0044,,
893,14.49,23.56%,0.0081,,
894,3.17,22.35%,0.0051,,
895,9.08,38.58%,0.0016,,
896,14.46,12.09%,0.0088,,
897,9.73,39.10%,0.0059,,
898,12.55,35.61%,0.0080,,
899,0.29,25.21%,0.0098,,
900,13.13,34.87%,0.0033,,
901,5.39,23.83%,0.0013,,
902,12.71,28.45%,0.0048,,
903,13.98,4.44%,0.0032,,
904,13.99,36.64%,0.0064,,
905,21.20,27.90%,0.0061,,
906,0.55,26.08%,0.0023,,
907,20.90,16.53%,0.0076,,
908,20.03,38.45%,0.0077,,
909,19.76,30.30%,0.0071,,
910,7.69,17.09%,0.0069,,
911,6.82,8.10%,0.0032,,
912,16.49,31.17%,0.0027,,
913,18.03,33.52%,0.0069,,
914,14.89,14.67%,0.0029,,
915,2.31,34.98%,0.0031,,
916,9.89,29.82%,0.0020,,
917,11.14,15.01%,0.0023,,
918,10.52,32.27%,0.0046,,
919,7.74,27.20%,0.0085,,
920,23.27,33.21%,0.0093,,
921,4.01,10.30%,0.0071,,
922,4.53,8.52%,0.0075,,
923,12.24,39.63%,0.0015,,
924,16.08,3.99%,0.0081,,
925,9.38,24.32%,0.0061,,
926,7.29,27.77%,0.0009,,
927,14.59,31.15%,0.0085,,
928,14.48,26.76%,0.0020,,
929,14.34,9.97%,0.0013,,
930,14.74,1.57%,0.0033,,
931,14.58,5.32%,0.0056,,
932,20.08,27.53%,0.0064,,
933,2.16,2.63%,0.0001,,
934,9.06,27.65%,0.0033,,
935,22.22,6.15%,0.0031,,
936,12.52,4.83%,0.0076,,
937,21.98,38.83%,0.0005,,
938,9.96,26.47%,0.0085,,
939,13.83,5.90%,0.0012,,
940,7.82,25.69%,0.0062,,
941,11.91,24.86%,0.0083,,
942,24.85,17.15%,0.0037,,
943,16.27,21.73%,0.0011,,
944,11.42,34.36%,0.0034,,
945,22.83,38.32%,0.0001,,
946,15.14,14.08%,0.0067,,
947,1.88,35.21%,0.0042,,
948,10.53,30.91%,0.0057,,
949,16.26,38.25%,0.0012,,
950,21.36,30.60%,0.0014,,
951,22.85,2.43%,0.0011,,
952,1.04,10.54%,0.0040,,
953,11.05,34.37%,0.0041,,
954,21.79,12.96%,0.0004,,
955,18.43,3.95%,0.0004,,
956,24.77,35.64%,0.0021,,
957,0.53,10.53%,0.0035,,
958,7.23,23.41%,0.0070,,
959,1.25,21.00%,0.0080,,
960,15.27,36.10%,0.0086,,
961,24.33,25.86%,0.0092,,
962,2.64,6.31%,0.0073,,
963,21.64,27.01%,0.0009,,
964,1.55,36.99%,0.0074,,
965,22.03,24.31%,0.0052,,
966,17.40,1.15%,0.0067,,
967,22.27,34.48%,0.0084,,
968,18.94,16.89%,0.0061,,
969,17.15,10.79%,0.0083,,
970,3.62,15.81%,0.0035,,
971,15.31,29.66%,0.0054,,
972,12.01,30.42%,0.0019,,
973,24.10,16.33%,0.0054,,
974,8.92,21.10%,0.0079,,
975,6.37,28.78%,0.0031,,
976,1.25,26.77%,0.0030,,
977,13.60,24.01%,0.0100,,
978,21.60,31.89%,0.0070,,
979,6.61,19.32%,0.0021,,
980,14.35,26.22%,0.0035,,
981,20.85,39.83%,0.0048,,
982,14.59,26.44%,0.0045,,
983,6.25,32.48%,0.0071,,
984,13.08,13.57%,0.0021,,
985,12.05,17.11%,0.0052,,
986,13.20,8.09%,0.0096,,
987,22.63,38.82%,0.0078,,
988,17.29,32.07%,0.0001,,
989,11.66,9.18%,0.0042,,
990,2.54,16.79%,0.0068,,
991,10.56,10.50%,0.0085,,
992,8.27,22.10%,0.0066,,
993,23.94,22.55%,0.0098,,
994,21.08,22.60%,0.0050,,
995,18.42,33.76%,0.0032,,
996,2.79,32.15%,0.0035,,
997,4.47,31.37%,0.0057,,
998,0.13,3.21%,0.0086,,
999,8.62,15.13%,0.0014,,
1000,13.41,30.69%,0.0037,,
1001,4.07,14.91%,0.0066,,
1002,17.92,6.36%,0.0012,,
1003,21.62,34.80%,0.0096,,
1004,21.32,2.47%,0.0006,,
1005,19.97,38.69%,0.0002,,
1006,3.99,27.87%,0.0086,,
1007,1.15,29.00%,0.0003,,
1008,6.59,18.53%,0.0027,,
1009,13.62,0.86%,0.0049,,
1010,22.15,23.93%,0.0074,,
1011,14.09,2.24%,0.0057,,
1012,21.42,14.65%,0.0054,,
1013,4.38,36.82%,0.0076,,
1014,22.59,30.70%,0.0046,,
1015,0.25,25.18%,0.0030,,
1016,3.95,31.26%,0.0088,,
1017,0.07,18.80%,0.0004,,
1018,24.20,23.86%,0.0064,,
1019,8.75,35.89%,0.0077,,
1020,4.43,36.88%,0.0056,,
1021,8.79,5.95%,0.0041,,
1022,17.36,3.13%,0.0098,,
1023,14.26,17.72%,0.0044,,
1024,17.06,5.94%,0.0052,,
1025,24.81,12.58%,0.0090,,
1026,14.32,16.78%,0.0064,,
1027,23.72,6.38%,0.0063,,
1028,21.14,19.11%,0.0018,,
1029,8.31,22.83%,0.0045,,
1030,10.51,4.83%,0.0010,,
1031,1.18,12.59%,0.0100,,
1032,24.54,28.13%,0.0010,,
1033,9.19,21.51%,0.0004,,
1034,9.09,33.60%,0.0071,,
1035,8.37,16.90%,0.0019,,
1036,21.74,9.96%,0.0046,,
1037,16.34,19.97%,0.0066,,
1038,22.26,6.14%,0.0018,,
1039,2.26,18.60%,0.0043,,
1040,20.33,22.96%,0.0068,,
1041,10.57,1.39%,0.0022,,
1042,8.05,35.83%,0.0028,,
1043,11.39,0.30%,0.0020,,
1044,19.72,11.69%,0.0054,,
1045,20.50,19.10%,0.0009,,
1046,23.39,32.76%,0.0092,,
1047,4.60,13.57%,0.0076,,
1048,16.67,17.98%,0.0066,,
1049,5.08,9.01%,0.0058,,
1050,7.81,23.86%,0.0018,,
1051,4.14,28.89%,0.0043,,
1052,2.44,28.27%,0.0020,,
1053,6.25,35.64%,0.0038,,
1054,22.15,25.29%,0.0013,,
1055,11.63,29.81%,0.0040,,
1056,8.83,5.58%,0.0007,,
1057,18.24,19.74%,0.0016,,
1058,8.37,7.58%,0.0037,,
1059,11.15,16.81%,0.0045,,
1060,21.54,32.91%,0.0032,,
1061,19.05,28.01%,0.0039,,
1062,22.31,26.82%,0.0082,,
1063,21.31,18.97%,0.0033,,
1064,8.50,32.12%,0.0004,,
1065,7.22,17.36%,0.0029,,
1066,5.90,14.22%,0.0099,,
1067,7.70,7.79%,0.0004,,
1068,18.92,21.98%,0.0018,,
1069,1.98,2.14%,0.0049,,
1070,23.09,7.46%,0.0023,,
1071,4.75,15.47%,0.0052,,
1072,11.32,8.21%,0.0050,,
1073,8.25,30.88%,0.0028,,
1074,2.40,32.35%,0.0081,,
1075,2.09,1.68%,0.0047,,
1076,6.32,25.96%,0.0015,,
1077,0.28,37.25%,0.0074,,
1078,11.43,4.53%,0.0087,,
1079,13.29,30.32%,0.0034,,
1080,3.53,38.91%,0.0056,,
1081,24.88,10.86%,0.0002,,
1082,6.35,22.17%,0.0063,,
1083,11.88,1.02%,0.0026,,
1084,16.48,23.81%,0.0096,,
1085,9.60,17.18%,0.0087,,
1086,15.47,27.31%,0.0059,,
1087,5.42,24.66%,0.0094,,
1088,12.31,17.47%,0.0040,,
1089,10.32,37.11%,0.0018,,
1090,0.91,36.61%,0.0001,,
1091,20.04,16.84%,0.0089,,
1092,15.74,28.61%,0.0057,,
1093,23.06,35.65%,0.0001,,
1094,18.48,8.55%,0.0062,,
1095,2.88,18.22%,0.0055,,
1096,10.36,3.09%,0.0070,,
1097,22.15,38.85%,0.0093,,
1098,18.69,9.35%,0.0071,,
1099,9.78,37.75%,0.0096,,
1100,4.65,14.49%,0.0013,,
1101,11.40,15.78%,0.0005,,
1102,14.80,12.68%,0.0057,,
1103,7.32,9.47%,0.0093,,
1104,9.91,39.12%,0.0012,,
1105,1.67,30.54%,0.0080,,
1106,0.79,34.56%,0.0083,,
1107,6.29,15.27%,0.0097,,
1108,24.64,22.66%,0.0037,,
1109,3.05,16.06%,0.0061,,
1110,16.45,5.69%,0.0027,,
1111,19.63,37.86%,0.0028,,
1112,6.42,26.34%,0.0086,,
1113,2.19,38.34%,0.0089,,
1114,16.37,32.12%,0.0058,,
1115,1.16,26.36%,0.0025,,
1116,2.89,35.87%,0.0043,,
1117,15.77,11.59%,0.0083,,
1118,15.55,8.84%,0.0046,,
1119,13.58,11.37%,0.0023,,
1120,10.86,28.33%,0.0046,,
1121,9.33,16.24%,0.0095,,
1122,0.32,35.16%,0.0027,,
1123,20.95,33.23%,0.0058,,
1124,17.30,18.18%,0.0020,,
1125,4.24,8.56%,0.0043,,
1126,0.87,13.97%,0.0074,,
1127,6.41,17.40%,0.0060,,
1128,24.38,25.97%,0.0006,,
1129,18.33,27.02%,0.0097,,
1130,1.73,14.42%,0.0038,,
1131,10.13,23.39%,0.0060,,
1132,5.95,17.65%,0.0096,,
1133,16.98,35.28%,0.0074,,
1134,22.00,15.14%,0.0063,,
1135,10.33,7.93%,0.0042,,
1136,7.99,5.01%,0.0048,,
1137,2.34,21.31%,0.0076,,
1138,18.92,37.96%,0.0056,,
1139,22.52,9.86%,0.0095,,
1140,22.52,3.78%,0.0028,,
1141,12.84,28.14%,0.0040,,
1142,17.95,36.61%,0.0008,,
1143,10.49,27.22%,0.0067,,
1144,9.61,2.82%,0.0004,,
1145,9.24,39.33%,0.0037,,
1146,3.08,25.82%,0.0023,,
1147,19.18,36.88%,0.0050,,
1148,0.38,32.81%,0.0099,,
1149,19.71,0.86%,0.0090,,
1150,7.50,31.66%,0.0033,,
1151,6.38,33.09%,0.0069,,
1152,18.08,11.75%,0.0041,,
1153,5.85,31.73%,0.0056,,
1154,21.03,28.05%,0.0002,,
1155,7.56,35.21%,0.0037,,
1156,2.78,4.41%,0.0048,,
1157,5.11,29.33%,0.0017,,
1158,11.26,26.14%,0.0079,,
1159,20.41,18.65%,0.0089,,
1160,15.73,9.71%,0.0077,,
1161,12.19,25.19%,0.0086,,
1162,18.79,3.59%,0.0055,,
1163,2.42,15.12%,0.0089,,
1164,7.40,37.88%,0.0042,,
1165,14.77,0.84%,0.0017,,
1166,23.09,19.76%,0.0035,,
1167,16.28,24.54%,0.0020,,
1168,16.69,8.14%,0.0043,,
1169,13.73,26.70%,0.0056,,
1170,0.20,23.31%,0.0040,,
1171,3.13,7.88%,0.0015,,
1172,9.05,27.57%,0.0012,,
1173,2.70,19.22%,0.0055,,
1174,14.67,36.31%,0.0045,,
1175,11.40,5.95%,0.0094,,
1176,0.66,20.15%,0.0042,,
1177,22.01,13.79%,0.0047,,
1178,2.24,8.36%,0.0030,,
1179,10.45,38.35%,0.0095,,
1180,19.10,9.23%,0.0022,,
1181,4.42,14.74%,0.0032,,
1182,13.21,17.95%,0.0038,,
1183,3.47,35.75%,0.0049,,
1184,10.48,17.49%,0.0072,,
1185,9.61,4.44%,0.0053,,
1186,23.53,15.56%,0.0092,,
1187,5.80,13.87%,0.0030,,
1188,11.22,23.59%,0.0060,,
1189,23.77,30.77%,0.0031,,
1190,10.27,18.25%,0.0043,,
1191,6.39,30.95%,0.0037,,
1192,2.06,10.52%,0.0032,,
1193,8.93,34.80%,0.0077,,
1194,21.82,33.94%,0.0082,,
1195,20.71,17.51%,0.0002,,
1196,11.79,33.52%,0.0039,,
1197,15.70,22.76%,0.0030,,
1198,15.20,33.53%,0.0006,,
1199,18.17,17.47%,0.0037,,
1200,7.40,39.53%,0.0059,,
1201,18.32,0.53%,0.0014,,
1202,17.65,2.66%,0.0075,,
1203,16.42,2.05%,0.0077,,
1204,18.56,31.01%,0.0056,,
1205,4.05,26.66%,0.0098,,
1206,9.32,20.51%,0.0096,,
1207,11.00,1.66%,0.0027,,
1208,6.91,34.12%,0.0035,,
1209,11.21,27.99%,0.0054,,
1210,19.13,20.95%,0.0017,,
1211,20.18,24.60%,0.0069,,
1212,17.06,17.01%,0.0054,,
1213,14.46,29.88%,0.0025,,
1214,5.86,0.97%,0.0065,,
1215,10.60,28.16%,0.0019,,
1216,12.10,22.59%,0.0064,,
1217,8.38,13.89%,0.0060,,
1218,8.65,28.11%,0.0015,,
1219,11.68,9.12%,0.0037,,
1220,11.65,27.43%,0.0015,,
1221,7.96,3.99%,0.0011,,
1222,15.33,11.28%,0.0008,,
1223,24.63,39.44%,0.0082,,
1224,1.33,14.81%,0.0052,,
1225,2.93,22.29%,0.0046,,
1226,8.94,30.96%,0.0066,,
1227,10.28,1.60%,0.0017,,
1228,8.15,28.85%,0.0019,,
1229,22.55,33.80%,0.0071,,
1230,17.95,13.75%,0.0054,,
1231,17.52,22.17%,0.0092,,
1232,0.65,13.42%,0.0022,,
1233,23.21,30.41%,0.0017,,
1234,10.21,10.76%,0.0089,,
1235,3.43,16.24%,0.0077,,
1236,11.90,16.16%,0.0011,,
1237,8.11,39.81%,0.0049,,
1238,3.61,0.37%,0.0034,,
1239,17.07,7.71%,0.0049,,
1240,17.62,0.61%,0.0033,,
1241,5.46,9.10%,0.0079,,
1242,14.66,26.57%,0.0015,,
1243,8.67,33.04%,0.0012,,
1244,13.49,35.61%,0.0089,,
1245,0.60,31.42%,0.0090,,
1246,4.77,26.46%,0.0047,,
1247,20.12,26.12%,0.0055,,
1248,1.28,33.30%,0.0010,,
1249,6.56,36.83%,0.0036,,
1250,15.35,19.90%,0.0022,,
1251,11.40,32.86%,0.0003,,
1252,11.40,15.42%,0.0041,,
1253,17.91,18.30%,0.0098,,
1254,1.46,33.28%,0.0058,,
1255,6.52,23.69%,0.0062,,
1256,2.43,19.86%,0.0025,,
1257,13.48,3.06%,0.0061,,
1258,15.68,10.99%,0.0066,,
1259,1.70,11.51%,0.0041,,
1260,20.55,6.59%,0.0033,,
1261,19.27,17.16%,0.0046,,
1262,21.50,10.52%,0.0086,,
1263,9.47,39.73%,0.0078,,
1264,15.18,19.35%,0.0061,,
1265,8.39,26.74%,0.0042,,
1266,14.45,5.59%,0.0099,,
1267,2.54,4.09%,0.0060,,
1268,0.65,6.56%,0.0038,,
1269,6.01,28.90%,0.0039,,
1270,15.46,34.38%,0.0092,,
1271,0.75,12.47%,0.0002,,
1272,8.84,36.52%,0.0000,,
1273,20.28,18.42%,0.0097,,
1274,6.56,0.90%,0.0094,,
1275,4.65,39.18%,0.0012,,
1276,19.26,22.82%,0.0092,,
1277,11.24,6.38%,0.0091,,
1278,6.29,11.90%,0.0073,,
1279,2.96,18.79%,0.0003,,
1280,8.62,15.86%,0.0075,,
1281,8.59,1.02%,0.0075,,
1282,6.66,6.81%,0.0022,,
1283,12.11,15.11%,0.0095,,
1284,6.16,17.49%,0.0014,,
1285,17.95,26.97%,0.0099,,
1286,0.27,2.69%,0.0050,,
1287,0.23,22.08%,0.0073,,
1288,12.06,22.65%,0.0016,,
1289,13.30,1.09%,0.0041,,
1290,23.17,15.63%,0.0056,,
1291,0.64,36.57%,0.0066,,
1292,12.37,8.05%,0.0056,,
1293,23.27,25.28%,0.0039,,
1294,7.35,31.39%,0.0088,,
1295,7.39,23.98%,0.0059,,
1296,9.05,13.97%,0.0003,,
1297,18.70,7.64%,0.0074,,
1298,1.02,16.21%,0.0076,,
1299,10.49,32.47%,0.0055,,
1300,21.20,37.68%,0.0088,,
1301,17.04,39.57%,0.0061,,
1302,21.32,0.78%,0.0032,,
1303,16.62,0.95%,0.0098,,
1304,22.48,14.17%,0.0065,,
1305,9.81,39.24%,0.0062,,
1306,8.98,24.86%,0.0091,,
1307,11.77,30.89%,0.0037,,
1308,10.71,8.79%,0.0041,,
1309,1.54,39.08%,0.0033,,
1310,16.88,30.18%,0.0081,,
1311,13.62,29.18%,0.0030,,
1312,18.92,28.78%,0.0096,,
1313,2.27,7.11%,0.0035,,
1314,21.06,6.07%,0.0017,,
1315,7.41,17.77%,0.0056,,
1316,8.66,7.86%,0.0082,,
1317,18.11,37.84%,0.0014,,
1318,23.78,33.34%,0.0055,,
1319,15.24,29.25%,0.0068,,
1320,2.10,26.66%,0.0087,,
1321,11.49,11.03%,0.0068,,
1322,23.71,0.17%,0.0083,,
1323,7.60,21.44%,0.0051,,
1324,24.32,0.20%,0.0067,,
1325,16.20,27.48%,0.0064,,
1326,3.18,37.33%,0.0072,,
1327,3.88,25.60%,0.0066,,
1328,3.65,36.00%,0.0011,,
1329,1.55,30.79%,0.0055,,
1330,21.15,37.91%,0.0036,,
1331,22.93,27.96%,0.0085,,
1332,12.07,34.42%,0.0035,,
1333,6.30,28.27%,0.0062,,
1334,3.37,18.00%,0.0097,,
1335,9.72,19.69%,0.0051,,
1336,12.86,9.86%,0.0028,,
1337,19.69,14.72%,0.0052,,
1338,24.24,0.52%,0.0083,,
1339,15.39,4.41%,0.0008,,
1340,7.90,10.47%,0.0092,,
1341,10.86,11.44%,0.0091,,
1342,18.73,21.46%,0.0096,,
1343,4.77,32.15%,0.0039,,
1344,17.57,11.59%,0.0018,,
1345,15.06,31.07%,0.0059,,
1346,14.05,6.97%,0.0066,,
1347,17.57,21.31%,0.0012,,
1348,9.51,21.11%,0.0038,,
1349,1.19,18.04%,0.0024,,
1350,15.86,33.05%,0.0041,,
1351,8.58,3.20%,0.0066,,
1352,9.87,36.73%,0.0056,,
1353,0.26,13.18%,0.0090,,
1354,23.84,11.76%,0.0037,,
1355,20.26,1.13%,0.0017,,
1356,19.39,1.33%,0.0063,,
1357,14.26,37.82%,0.0017,,
1358,1.01,12.18%,0.0031,,
1359,1.15,4.78%,0.0028,,
1360,9.79,22.84%,0.0046,,
1361,8.61,18.85%,0.0052,,
1362,24.84,16.26%,0.0003,,
1363,13.78,6.09%,0.0032,,
1364,21.38,13.88%,0.0086,,
1365,7.50,8.55%,0.0028,,
1366,13.30,36.43%,0.0038,,
1367,23.40,11.15%,0.0033,,
1368,2.79,35.38%,0.0098,,
1369,23.51,4.06%,0.0096,,
1370,20.20,36.12%,0.0025,,
1371,24.43,22.71%,0.0009,,
1372,0.30,12.83%,0.0072,,
1373,23.69,33.04%,0.0043,,
1374,17.97,19.57%,0.0009,,
1375,22.58,8.04%,0.0002,,
1376,20.09,31.87%,0.0097,,
1377,18.63,7.31%,0.0084,,
1378,20.56,20.95%,0.0026,,
1379,6.22,34.96%,0.0060,,
1380,12.61,33.38%,0.0012,,
1381,0.06,37.60%,0.0038,,
1382,0.17,14.87%,0.0050,,
1383,10.27,11.31%,0.0100,,
1384,3.52,0.27%,0.0019,,
1385,13.86,39.11%,0.0019,,
1386,0.56,35.71%,0.0088,,
1387,16.98,3.87%,0.0050,,
1388,24.02,1.59%,0.0041,,
1389,16.67,4.17%,0.0075,,
1390,22.91,11.71%,0.0082,,
1391,21.53,21.45%,0.0099,,
1392,12.19,33.18%,0.0092,,
1393,15.99,14.56%,0.0053,,
1394,11.51,21.51%,0.0004,,
1395,22.50,4.79%,0.0042,,
1396,17.52,23.38%,0.0056,,
1397,4.23,15.89%,0.0003,,
1398,19.68,27.66%,0.0051,,
1399,17.11,39.53%,0.0031,,
1400,2.50,15.14%,0.0070,,
1401,20.34,36.48%,0.0047,,
1402,4.78,10.46%,0.0015,,
1403,17.61,39.19%,0.0090,,
1404,21.86,36.64%,0.0097,,
1405,24.57,26.28%,0.0049,,
1406,10.85,0.92%,0.0049,,
1407,13.63,19.58%,0.0063,,
1408,18.80,22.52%,0.0049,,
1409,7.65,12.63%,0.0005,,
1410,23.73,20.39%,0.0028,,
1411,21.37,39.74%,0.0099,,
1412,4.51,17.59%,0.0074,,
1413,10.80,33.62%,0.0035,,
1414,7.60,19.04%,0.0061,,
1415,8.34,30.70%,0.0072,,
1416,23.57,28.94%,0.0053,,
1417,9.62,29.70%,0.0031,,
1418,3.98,38.93%,0.0013,,
1419,13.36,16.03%,0.0082,,
1420,12.96,14.29%,0.0003,,
1421,12.61,3.44%,0.0074,,
1422,15.13,13.33%,0.0063,,
1423,7.90,2.38%,0.0016,,
1424,0.55,6.93%,0.0014,,
1425,0.17,37.47%,0.0051,,
1426,24.60,17.59%,0.0008,,
1427,16.07,12.76%,0.0015,,
1428,13.34,39.85%,0.0048,,
1429,23.71,27.18%,0.0072,,
1430,9.20,17.75%,0.0090,,
1431,15.95,33.44%,0.0049,,
1432,8.24,30.63%,0.0000,,
1433,17.99,18.41%,0.0100,,
1434,17.30,7.50%,0.0072,,
1435,23.76,35.75%,0.0095,,
1436,14.97,25.29%,0.0087,,
1437,23.68,21.85%,0.0085,,
1438,2.76,23.60%,0.0070,,
1439,24.52,34.41%,0.0054,,
1440,20.41,18.25%,0.0047,,
1441,15.31,24.03%,0.0071,,
1442,24.18,26.98%,0.0081,,
1443,20.45,18.51%,0.0043,,
1444,10.20,2.87%,0.0021,,
1445,9.63,33.23%,0.0097,,
1446,6.19,24.21%,0.0013,,
1447,6.59,7.72%,0.0042,,
1448,20.51,38.81%,0.0003,,
1449,9.73,31.94%,0.0075,,
1450,24.84,6.92%,0.0089,,
1451,8.10,22.26%,0.0037,,
1452,7.86,27.43%,0.0020,,
1453,23.03,33.11%,0.0022,,
1454,8.50,39.67%,0.0011,,
1455,18.44,25.23%,0.0046,,
1456,18.79,37.99%,0.0023,,
1457,15.05,34.32%,0.0045,,
1458,24.75,39.19%,0.0072,,
1459,15.85,31.33%,0.0049,,
1460,1.56,9.33%,0.0023,,
1461,9.87,7.61%,0.0005,,
1462,6.99,14.94%,0.0018,,
1463,0.09,36.58%,0.0081,,
1464,1.47,20.42%,0.0095,,
1465,17.50,15.88%,0.0008,,
1466,4.84,15.86%,0.0043,,
1467,8.94,15.95%,0.0026,,
1468,4.72,39.33%,0.0002,,
1469,9.39,12.79%,0.0047,,
1470,4.45,18.22%,0.0051,,
1471,6.65,22.68%,0.0064,,
1472,4.99,24.73%,0.0076,,
1473,3.63,21.74%,0.0060,,
1474,22.00,36.74%,0.0091,,
1475,17.72,35.14%,0.0045,,
1476,5.28,23.95%,0.0027,,
1477,22.27,20.04%,0.0094,,
1478,4.81,21.37%,0.0028,,
1479,12.36,34.35%,0.0077,,
1480,5.24,3.44%,0.0073,,
1481,2.29,33.94%,0.0068,,
1482,8.14,38.12%,0.0011,,
1483,16.28,7.75%,0.0008,,
1484,4.10,13.27%,0.0013,,
1485,19.04,35.15%,0.0035,,
1486,17.26,3.50%,0.0026,,
1487,23.78,15.52%,0.0098,,
1488,12.68,16.31%,0.0007,,
1489,0.78,25.60%,0.0033,,
1490,16.71,32.31%,0.0077,,
1491,6.51,9.17%,0.0011,,
1492,15.84,7.67%,0.0004,,
1493,17.47,24.93%,0.0067,,
1494,16.14,11.57%,0.0040,,
1495,0.30,38.49%,0.0025,,
1496,3.30,16.32%,0.0090,,
1497,15.82,19.00%,0.0087,,
1498,18.78,39.40%,0.0021,,
1499,22.25,2.77%,0.0054,,
1500,1.35,35.10%,0.0003,,
1501,15.39,7.56%,0.0038,,
1502,10.04,1.39%,0.0064,,
1503,1.24,8.59%,0.0078,,
1504,2.81,26.95%,0.0010,,
1505,1.21,10.70%,0.0059,,
1506,13.04,31.09%,0.0042,,
1507,19.26,21.41%,0.0062,,
1508,10.47,6.82%,0.0066,,
1509,4.44,23.95%,0.0021,,
1510,1.45,3.02%,0.0017,,
1511,7.86,23.80%,0.0055,,
1512,13.78,34.11%,0.0090,,
1513,11.98,17.67%,0.0000,,
1514,9.05,15.82%,0.0038,,
1515,15.71,10.25%,0.0077,,
1516,2.16,18.76%,0.0035,,
1517,20.41,4.84%,0.0072,,
1518,5.58,1.44%,0.0077,,
1519,7.03,4.51%,0.0045,,
